sku,nombre,regular,tecnico,cananea,mayoreo_menos,mayoreo_mas,notas
722429640192,LIQUIDO AMONIACO AWESOME1.9LT,65.00,64.99,64.99,64.99,0.00,
722429128027,LIQUIDO DESENGRASANTE AWESOME GAL.,120.00,109.99,109.99,109.99,0.00,
72722429200167,LIQUIDO DESENGRASANTE AWESOME LT.,70.00,,,,70.00,un_solo_precio_distinto;sin_decimal_para_cananea
7503050733308,LIQUIDO LIMPIADOR ALCALINO PARA PANELES SOLAES ERRECOM,280.00,250.00,149.83,215.00,149.83,
7503050733292,LIQUIDO LIMPIADOR MOKA DE CAFETERAS 0.94L ERRECOM,480.00,420.00,267.97,360.00,267.97,
7503036024345,LIQUIDO PROTECTOR DISIPADOR EN GEL,400.00,292.33,292.33,400.00,292.33,
7506240654773,"LLANTA 10""",120.76,57.76,,120.76,57.76,varios_con_decimales
7506240654780,"LLANTA IMPONCHABLE DIABLO 10"" EJE CENTRAL",390.00,0.00,,390.00,0.00,sin_decimal_para_cananea
7506240654803,"LLANTA IMPONCHABLE DIABLO 10"" EJE LATERAL",299.28,,299.28,,299.28,un_solo_precio_distinto
1910,"LLANTA NEUMATICA 10"" CON EJE LATERAL",260.00,,,,260.00,un_solo_precio_distinto;sin_decimal_para_cananea
2073,"LLAVE BCA C/BOTON AZUL CUERDA EXT. 3/4""",80.00,65.00,38.86,55.00,38.86,
2072,"LLAVE BCA C/PALANCA  ROJA CUERDA EXT. 3/4""",90.00,80.00,49.88,70.00,49.88,
2071,"LLAVE BCA C/PALANCA AZUL CUERDA INT 5/8""",90.00,80.00,49.88,70.00,49.88,
7501206629352,"LLAVE CRECIENTE 10"" PRETUL",126.05,,126.05,,126.05,un_solo_precio_distinto
7501206629345,"LLAVE CRECIENTE AJUSTABLE 8"" PRETUL",115.00,0.00,,115.00,0.00,sin_decimal_para_cananea
7501206695760,LLAVE P/ MANGUERA LATON 1/2 PRETUL,100.00,90.00,54.62,85.00,54.62,
7501206643235,"LLAVE P/TUBO STILSON 8"" PRETUL",170.00,150.00,,140.00,130.00,sin_decimal_para_cananea
10020,LLAVERO CON ADAPTADORES PARA PUNTAS 6,260.00,230.00,,180.00,95.00,sin_decimal_para_cananea
7506240653271,LUBRICANTE AFLOJATODO TRUPER 110ML,55.00,45.00,30.45,40.00,30.45,
7506240653301,LUBRICANTE AFLOJATODO TRUPER 400ML,100.00,80.00,57.76,75.00,57.76,
7506240691747,LUBRICANTE SECO PTFE EN AEROSOL TRUPER 240ML,90.00,85.00,68.26,85.00,68.26,
7506240677987,"MALETA 14"" PORTAHERRAMIENTA TRUPER",360.00,325.00,204.78,280.00,204.78,
313,MALLA REF. IMPERMEABILIZANTE METRO,30.00,20.00,,20.00,15.00,sin_decimal_para_cananea
7503026190333,MANOMETRO AZUL BAJA R404/507/134/22A,110.00,76.74,76.74,110.00,76.74,
7503026190326,MANOMETRO ROJO/ALTA R404/507/134/22A,160.00,140.00,,130.00,120.00,sin_decimal_para_cananea
2279,"MANUAL OPERATIVO LAVADORA, SECADORA Y LAVAVAJILLAS WH",250.00,,,,250.00,un_solo_precio_distinto;sin_decimal_para_cananea
2280,MANUAL OPERATIVO REFRIGERADORES Y ESTUFAS WHIRPOOL,250.00,,,,250.00,un_solo_precio_distinto;sin_decimal_para_cananea
7501206644560,"MATRACA CABEZA REDONDA PRETUL 3/8""",85.00,72.45,72.45,85.00,72.45,
509,METRO CABLE USO RUDO 2X14AWG,23.00,0.00,,23.00,0.00,sin_decimal_para_cananea
245,METRO CABLE USO RUDO 3X10AWG,70.00,57.88,57.88,57.88,0.00,
243,METRO CABLE USO RUDO 3X12AWG,48.00,0.00,,48.00,0.00,sin_decimal_para_cananea
242,METRO CABLE USO RUDO 3X14,35.00,33.00,,35.00,33.00,sin_decimal_para_cananea
241,METRO CABLE USO RUDO 4X14AWG,30.00,0.00,,30.00,0.00,sin_decimal_para_cananea
841,METRO CINTA ALUMINIO 3,20.00,15.00,,15.00,0.00,sin_decimal_para_cananea
5000,METRO CINTA ALUMINIO FASSON,20.00,0.00,,20.00,0.00,sin_decimal_para_cananea
244,METRO DE CABLE CALIBRE 8 THW NEGRO O ROJO,36.00,35.99,35.99,35.99,0.00,
1838,MULTIMETRO DIGITAL DE GANCHO CON MEDIDOR DE CAPACITANCIA,1050.00,930.00,650.32,800.00,650.32,
XAMR16241,MULTIMETRO DIGITAL PROFESIONAL NT DT9205A AC‑DC,340.00,,,,340.00,un_solo_precio_distinto;sin_decimal_para_cananea
7501206683569,NAVAJA 1 SOLO FILO TRUPER 4 PZ,25.00,0.00,,25.00,0.00,sin_decimal_para_cananea
1319,NAVAJA 1 SOLO FILO TRUPER PIEZA,8.00,0.00,,8.00,0.00,sin_decimal_para_cananea
1879,OSMOSIS INVERSA 100 GAL 6 ETAPASUV BOMBA TANQUE,3250.00,,,,3250.00,un_solo_precio_distinto;sin_decimal_para_cananea
7503036024390,PASTA ANTI CALOR PARA SOLDADURAS 500GRS,1250.00,996.33,996.33,1250.00,996.33,
7506240657002,"PEGAMENTO AZUL PVC 12"" 250ML",130.00,120.00,78.77,110.00,78.77,
1392,PEGAMENTO EPOXICO ALUMINIO,160.00,0.00,,160.00,0.00,sin_decimal_para_cananea
7502230020405,PEGAMENTO EPOXICO AZUL 100G,160.00,116.00,,160.00,116.00,sin_decimal_para_cananea
7502230020436,PEGAMENTO EPOXICO BLANCO 100G,160.00,116.00,,160.00,116.00,sin_decimal_para_cananea
7502230020009,PEGAMENTO EPOXICO CLEAR JERINGA 5 MIN,130.00,110.00,,130.00,110.00,sin_decimal_para_cananea
7502230020337,PEGAMENTO EPOXICO GRIS 100G,160.00,0.00,,160.00,0.00,sin_decimal_para_cananea
7502230020443,PEGAMENTO EPOXICO NEGRO 100G UNO CLEAR,116.00,,,,116.00,un_solo_precio_distinto;sin_decimal_para_cananea
7501310011005,PEGAMENTO EPOXICO TRANSP. TOP SECADO RAPIDO,80.00,69.99,69.99,69.99,0.00,
7502230020429,PEGAMENTO EPOXICO TRANSPARENTE 40G UNO CLEAR,150.00,0.00,,150.00,0.00,sin_decimal_para_cananea
7501310011067,PEGAMENTO EPOXICO X‑TREME TOP,85.00,69.99,69.99,69.99,0.00,
7501102614056,PEGAMENTO KOLA LOCA GOTERITO 3.5G,35.00,30.00,,35.00,30.00,sin_decimal_para_cananea
7501102623102,PEGAMENTO KOLA LOCA INDUSTRIAL 20G,65.00,,,,65.00,un_solo_precio_distinto;sin_decimal_para_cananea
7501102625205,PEGAMENTO KOLA LOKA INDUSTRIAL 10G,45.00,0.00,,45.00,0.00,sin_decimal_para_cananea
7506240613671,PEGAMENTO P/PVC 250ML,86.00,0.00,,86.00,0.00,sin_decimal_para_cananea
7501316150807,"PEPE SILICON TRANS. 280ML, P/PISTOLA",100.00,90.00,,90.00,85.00,sin_decimal_para_cananea
7501206686997,PIJA P/ LAMINA 10X1 1/2 FIERO,135.00,120.00,71.42,110.00,71.42,
7501206686898,PIJA PARA LAMINA 3/4 #10 150PZA,50.00,0.00,,50.00,0.00,sin_decimal_para_cananea
7501206686843,PIJA PARA TAQUETE 1/4 #8 200PZ,110.00,100.00,,110.00,100.00,sin_decimal_para_cananea
7501206657669,PILA ALCALINA 9V VOLTECK,70.00,55.00,36.74,55.00,36.74,
7506240646419,PILA ALCALINA AA,15.00,0.00,,15.00,0.00,sin_decimal_para_cananea
7506240646426,PILA ALCALINA AAA,18.00,15.00,,15.00,0.00,sin_decimal_para_cananea
7501206657652,PILA ALCALINA D 1.5V VOLTECK PAR,55.00,44.12,44.12,55.00,44.12,
7501781200021,PINTURA AEROSOL BLANCO BRILLANTE GENERAL PAINT,90.00,85.00,,85.00,80.00,sin_decimal_para_cananea
7501781200243,PINTURA AEROSOL GRIS GENERAL PAINT,100.00,90.00,65.04,80.00,65.04,
7503005496869,PINTURA AEROSOL GRIS PLATA BYP,100.00,80.01,80.01,80.01,0.00,
7501781200038,PINTURA AEROSOL NEGRO BRILLANTE GENERAL PAINT,90.00,85.00,65.04,80.00,65.04,
7501781200168,PINTURA AEROSOL PLATA GENERAL PAINT,100.00,80.00,,80.00,75.00,sin_decimal_para_cananea
7501781200236,PINTURA AREOSOL TRANSPARENTE,90.00,85.00,65.04,80.00,65.04,
7501781214592,PINTURA EN AEROSOL BLANCO OSTION GENERAL PAINT,90.00,85.00,65.04,80.00,65.04,
7506240646914,"PINZA CHOFER 8"" PREFUL",110.00,95.00,,85.00,0.00,sin_decimal_para_cananea
7501206678138,"PINZA DE CORTE DIAGONAL 7""",120.00,100.00,65.10,95.00,65.10,
7501206602836,"PINZA DE PRESION PUNTA LARGA 9""",205.00,0.00,,205.00,0.00,sin_decimal_para_cananea
7501206638484,"PINZA DE PUNTA 8"" PRETUL",110.00,76.65,76.65,110.00,76.65,
7501206657591,"PINZA ELECTRICA PROF. 8"" TRUPER",260.00,204.77,204.77,260.00,204.77,
7501206643167,"PINZA MECANICA 8"" PRETUL",89.00,66.00,,66.00,0.00,sin_decimal_para_cananea
7501206648582,PINZA PARA ANILLOS DE RETENCION,180.00,160.00,103.96,150.00,103.96,
7501206640241,"PINZA PRESION 10"" MORDAZA TRUPER",220.00,152.27,152.27,220.00,152.27,
7501206643563,"PINZA PRESION 5"" TRUPER",160.00,140.00,,140.00,0.00,sin_decimal_para_cananea
1971,PINZAS DE MICRO CORTE ELECTRONICA,80.00,60.00,22.09,60.00,22.09,
1490,"PINZAS DE PRESION HASTA 5/16""",325.00,290.00,,270.00,250.00,sin_decimal_para_cananea
7501206635131,PISTOLA CALAFATEADORA CREMALLERA PRETUL,66.99,0.00,66.99,66.99,0.00,
7503053083080,PROTECTOR CORTA VOLTAJE 3MIN. 110V COLDTEK,164.44,,164.44,,164.44,un_solo_precio_distinto
7503050733377,PROTECTOR DE VOLTAJE COLDTEK,320.00,270.00,149.82,215.00,149.82,
1419,"PUNTA ESTRELLA P/TALADRO PH2 3"" PZ",25.00,,,,25.00,un_solo_precio_distinto;sin_decimal_para_cananea
2230,PUNTA POOL 6 CMS 312063,30.00,25.00,18.69,25.00,18.69,
037103576095,REFLECTOR CALOR GB,350.00,320.00,207.07,280.00,207.07,
7503032237428,REGULADOR DE VOLTAJE 1000W,1018.25,,1018.25,,1018.25,un_solo_precio_distinto
7503032237435,REGULADOR DE VOLTAJE 1500W,1143.71,,1143.71,,1143.71,un_solo_precio_distinto
2107,REGULADOR DE VOLTAJE 2000W,1277.89,,1277.89,,1277.89,un_solo_precio_distinto
7501206699799,"REMACHES 1/4"" 50PZS",90.00,70.00,,70.00,65.00,sin_decimal_para_cananea
3092,REMPLAZO DE RELOJ Y SENSORES DE TEMPERATURA,0.00,,,,0.00,un_solo_precio_distinto;sin_decimal_para_cananea
2270,ROLLO MALLA REF. IMPERMEABILIZANTE,1200.00,,,,1200.00,un_solo_precio_distinto;sin_decimal_para_cananea
1429,SARRICIDA 1 LT,30.00,0.00,,30.00,0.00,sin_decimal_para_cananea
7501206608432,SELLADOR ALTA TEMP NEGRO 85G,55.00,,,,55.00,un_solo_precio_distinto;sin_decimal_para_cananea
7501206608425,SELLADOR ROJO ALTA TEMP ROJO 85G,55.00,,,,55.00,un_solo_precio_distinto;sin_decimal_para_cananea
7501377301200,SILICON ALTA TEMP. TF QUIMICA,75.00,0.00,,75.00,0.00,sin_decimal_para_cananea
7501748602110,SILICON BLIZTER NEGRO,50.00,0.00,,50.00,0.00,sin_decimal_para_cananea
7503022983236,SILICON PENSYLVANIA MULTIUSOS 75G,75.00,60.00,,60.00,55.00,sin_decimal_para_cananea
7503022983250,SILICON PENSYLVANIA NEGRO ALTA TEMP. 75G,55.00,,,,55.00,un_solo_precio_distinto;sin_decimal_para_cananea
7503022983243,SILICON PENSYLVANIA ROJO ALTA TEMP. 75G,75.00,65.00,,65.00,60.00,sin_decimal_para_cananea
1405,SOLDADURA,0.00,,,,0.00,un_solo_precio_distinto;sin_decimal_para_cananea
1995,SOLDADURA C/FUNDENTE AZUL,50.00,,,,50.00,un_solo_precio_distinto;sin_decimal_para_cananea
456654,SOLDADURA DE ALUMNIO,50.00,45.00,29.53,40.00,29.53,
1499,SOLDADURA DE ESTAÑO 1 M ELECTRONICA,10.00,0.00,,10.00,0.00,sin_decimal_para_cananea
7506240650607,SOLDADURA ESTAÑO TRUPER BAJA PRESION,60.00,45.00,,45.00,0.00,sin_decimal_para_cananea
1364,SOLVENTE DIELECTRICO PARA LIMPIEZA DE EQUIPO ELECTRONICO,187.74,,187.74,,187.74,un_solo_precio_distinto
163,SWITCH 1PASO 15A. 250 V,45.00,30.00,,30.00,0.00,sin_decimal_para_cananea
161,SWITCH 2 PASOS 20 A 110V,45.00,26.00,,26.00,0.00,sin_decimal_para_cananea
162,SWITCH COLA DE RATA 1 PASO 6A 110V,55.00,35.00,,35.00,0.00,sin_decimal_para_cananea
7506240690054,TALADRO INALAMBRICO PRETUL 20V,1400.00,0.00,,1400.00,0.00,sin_decimal_para_cananea
1223,TANQUE DE GAS AMARILLO CB,250.00,220.00,103.54,180.00,103.54,
7506240676188,"TAQUETE PLASTICO 1/2"" PANEL YESO 100 PZ",110.99,0.00,110.99,110.99,0.00,
7501206674246,"TAQUETE PLASTICO 1/4"" ROJO",15.76,,15.76,,15.76,un_solo_precio_distinto
7501206674260,"TAQUETE PLASTICO 3/8"" AZUL",26.26,,26.26,,26.26,un_solo_precio_distinto
42008,"TAQUETE PLASTICO1/2"" PANEL YESO SUELTO",1.18,0.00,1.18,1.18,0.00,
308,TEE PVC 1/2,7.51,7.50,,7.50,0.00,varios_con_decimales
2004,TERMICO 2 POLOS 20 AMPS,115.53,,115.53,,115.53,un_solo_precio_distinto
783643334885,TERMICO 3P 60 AMPS,175.00,150.00,,150.00,0.00,sin_decimal_para_cananea
1042,TERMINAL ENCHUFE HEMBRA AMARILLA,2.00,0.63,0.63,2.00,0.63,
811,TERMINAL ENCHUFE HEMBRA AZUL,2.00,,,,2.00,un_solo_precio_distinto;sin_decimal_para_cananea
1538,TERMINAL ENCHUFE MACHO AZUL,2.00,0.00,,2.00,0.00,sin_decimal_para_cananea
7506240618539,TERMINAL PLOMO POSTER LATERAL P/BATERIA 2PZS,65.00,,,,65.00,un_solo_precio_distinto;sin_decimal_para_cananea
1658,TERMOFIT 328PZ KIT 8 TAM. TERMOCONTRACTIL,80.00,60.00,,60.00,0.00,sin_decimal_para_cananea
037103576040,TERMOMETRO DIGITAL HIGROMETRO‑ALARMA GB,490.00,420.00,272.84,380.00,272.84,
037103573025,TERMOMETRO INFRAROJO LASER GB,730.00,650.00,490.86,650.00,490.86,
7506240600794,"TERMOPAR CON PILOTO 24""",111.36,109.54,,109.54,0.00,varios_con_decimales
2146,TOALLA DE MICROFIBRA,25.00,20.00,,25.00,20.00,sin_decimal_para_cananea
1638,TORNILLO PARA TAQUETE 1/4 PZ,1.00,,,,1.00,un_solo_precio_distinto;sin_decimal_para_cananea
7506240603870,"TORNILLO PUNTA DE BROCA 1"" ESTRELLA 100PZ",45.00,0.00,,45.00,0.00,sin_decimal_para_cananea
44406,"TORNILLO PUNTA DE BROCA 1"" HEXAGONAL SUELTO",2.00,1.50,,1.50,1.10,varios_con_decimales
3450,"TORNILLO PUNTA DE BROCA 1/2"" ESTRELLA SUELTO",1.50,1.00,,1.00,0.70,varios_con_decimales
7506240603887,"TORNILLO PUNTA DE BROCA 1/4"" 100PZ",49.99,0.00,49.99,49.99,0.00,
2437,"TORNILLO PUNTA DE BROCA 1‑1/2"" SUELTO",2.00,1.50,,1.50,0.90,varios_con_decimales
2436,"TORNILLO PUNTA DE BROCA 1‑1/4"" SUELTO",1.50,1.00,,1.00,0.80,varios_con_decimales
7501206686379,"TORNILLO PUNTA DE BROCA 3/4"" HEXAGONAL 100PZ",110.99,0.00,110.99,110.99,0.00,
44405,"TORNILLO PUNTA DE BROCA 3/4"" HEXAGONAL SUELTO",1.19,0.00,1.19,1.19,0.00,
44647,TORNILLO PUNTA DE BROCA ESTRELLA 1 SUELTO,1.50,1.00,,1.00,0.80,varios_con_decimales
7501206686386,"TORNILLO PUNTA DE BROCA HEXAGONAL 1"" 100PZ",121.99,0.00,121.99,121.99,0.00,
306,TUBO DE PVC 1/2 TRAMO 6 M,60.00,0.00,,60.00,0.00,sin_decimal_para_cananea
2144,TUBO TERMORETRACTIL 1/4 METRO,20.00,15.00,,20.00,15.00,sin_decimal_para_cananea
2143,TUBO TERMORETRACTIL 1/8 METRO,20.00,15.00,,20.00,15.00,sin_decimal_para_cananea
2142,TUBO TERMORETRACTIL 3/16 METRO,20.00,15.00,,20.00,15.00,sin_decimal_para_cananea
609,TUBO TERMORETRACTIL 3/8 METRO,25.00,20.00,,25.00,20.00,sin_decimal_para_cananea
037103575623,VACUOMETRO DIGITAL CON CONEXION BLUETOOTH GB,5200.00,4850.00,3398.23,4600.00,3398.23,
1960,VALVULA DE ENTRADA DE AGUA PARA LAVADORA SPEED QUEEN SUSTITUTO DE NO. PARTE: 33090167H,0.00,,,,0.00,un_solo_precio_distinto;sin_decimal_para_cananea
037103575654,VALVULA DE ESFERA P/MANGUERAS DE MANOMETRO 1/4MX1/4H,340.00,290.00,176.62,250.00,176.62,
037103575661,VALVULA REMOVEDORA C/ PUERTO DE SERVICIO 1/4 5/16 GB,750.00,685.00,,635.00,590.00,sin_decimal_para_cananea
79567520115,WD‑40 382 ML,125.00,0.00,,125.00,0.00,sin_decimal_para_cananea
1670,ACEITE MINERAL VSC 32 (SUS 150) 5LTS,1000.00,890.00,,830.00,770.00,sin_decimal_para_cananea
1671,ACEITE MINERAL VSC 46 (SUS 200) 1LT,300.00,270.00,,250.00,235.00,sin_decimal_para_cananea
1672,ACEITE MINERAL VSC 68 (SUS 300) 1LT,300.00,270.00,,250.00,235.00,sin_decimal_para_cananea
1673,ACEITE MINERAL VSC 68 (SUS 300) 4LTS,1000.00,890.00,,830.00,770.00,sin_decimal_para_cananea
334,ACEITE P/BOMBA DE VACIO 1LT,270.00,250.00,178.46,240.00,178.46,
1674,ACEITE POLIESTER (POE) VSC 68 1 LT,560.00,495.00,,460.00,430.00,sin_decimal_para_cananea
332,ACEITE REFRIG. TX SW32,430.00,380.00,,380.00,0.00,sin_decimal_para_cananea
731299182183,ACEITE REFRIGERANTE ALQUILBENCENO 150 1L,190.00,165.00,,155.00,145.00,sin_decimal_para_cananea
333,ACEITE REFRIGERANTE TX SW68 1LT,480.00,440.00,,440.00,0.00,sin_decimal_para_cananea
2140,ADAPTADOR R410 P/MANOMETRO 1/4 A 5/16,21.94,,21.94,,21.94,un_solo_precio_distinto
396,ADAPTADOR R410 P/MANOMETRO MACHO,95.00,65.78,65.78,65.78,50.00,
2318,ADAPTADOR R410 P/MANOMETRO MACHO GB,120.00,100.00,58.47,80.00,58.47,
8033158031888,AEROSOL LIQUIDO LIMPIADOR LINEAS A/C 750ML,550.00,430.00,,430.00,0.00,sin_decimal_para_cananea
1009,ASPA CONDENSADOR MINISPLIT,600.00,0.00,,600.00,0.00,sin_decimal_para_cananea
1860,BISAGRA PARA CUARTO FRIO CON MECANISMO AJUSTABLE A PAÑO 250MMX138MM MOD YL‑1460,0.00,,,,0.00,un_solo_precio_distinto;sin_decimal_para_cananea
2799,BOMBA DE CONDENSADO 220V ASURITY 22´,1800.00,1550.00,,1400.00,1350.00,sin_decimal_para_cananea
2798,BOMBA DE CONDENSADO EXTERIOR 120V 22´ ASURITY,1800.00,1550.00,,1400.00,1350.00,sin_decimal_para_cananea
303,BOMBA P/COOLER MODELO B‑70,336.40,325.00,336.40,325.00,0.00,
302,BOMBA P/COOLER MODELO B‑72,380.00,0.00,,380.00,0.00,sin_decimal_para_cananea
7503032237701,BOMBA PARA EVAPORADOR MINISPLIT DESAGUE CT,693.05,,693.05,,693.05,un_solo_precio_distinto
258,CABLE SEÑAL 3x14AWG 4 MTS.,116.00,0.00,,116.00,0.00,sin_decimal_para_cananea
246,CABLE SEÑAL 4MTS. 4X14AWG,127.60,118.32,,118.32,0.00,varios_con_decimales
7503056079639,"CANALETA DE 3"" PARA TUBERIA PARA AIRE ACONDICIONADO COLDTEK",900.00,,,,900.00,un_solo_precio_distinto;sin_decimal_para_cananea
7503056079646,"CANALETA DE 4"" PARA TUBERIA PARA AIRE ACONDICIONADO COLDTEK",1200.00,1125.00,,1125.00,1085.00,sin_decimal_para_cananea
2245,CAPACITOR 1 UF SOLDABLE,45.00,30.00,8.23,25.00,8.23,
2244,CAPACITOR 5 UF SOLDABLE,50.00,35.00,12.63,30.00,12.63,
99,CAPACITOR CUAD. CON CABLE 3.5 MFD,35.00,20.00,,20.00,0.00,sin_decimal_para_cananea
98,CAPACITOR CUAD. CON CABLE 3MFD,35.00,20.00,,20.00,0.00,sin_decimal_para_cananea
34,CAPACITOR CUADRADO 1.5MFD,40.00,35.00,6.45,25.00,6.45,
33,CAPACITOR CUADRADO 1UF,40.00,30.00,,30.00,0.00,sin_decimal_para_cananea
31,CAPACITOR CUADRADO 2.5 UF,8.40,,8.40,,8.40,un_solo_precio_distinto
dar400,CAPACITOR DE ARR. 108‑130 MDF 110V,140.00,115.00,,115.00,0.00,sin_decimal_para_cananea
951,CAPACITOR DE ARR. 189‑227MDF. 110V,33.14,,33.14,,33.14,un_solo_precio_distinto
1495,CAPACITOR DE ARRANQUE 145‑175 UF A 110 VAC,32.04,,32.04,,32.04,un_solo_precio_distinto
2274,CAPACITOR DE ARRANQUE 161‑193 UF 110V,100.00,75.00,33.09,55.00,33.09,
7503026177723,CAPACITOR DE ARRANQUE 227UF,210.00,200.00,,200.00,0.00,sin_decimal_para_cananea
950,CAPACITOR DE ARRANQUE 243‑292UF 125V,75.01,75.00,75.01,75.00,0.00,
1400,CAPACITOR DE ARRANQUE 340 A 408MDF A 220 VAC,190.00,150.00,,130.00,120.00,sin_decimal_para_cananea
1401,CAPACITOR DE ARRANQUE 400 A 480 MDF A 220 VAC,160.00,125.00,60.30,90.00,60.30,
316,CAPACITOR DE TRABAJO 10UF CUADRADO,13.83,,13.83,,13.83,un_solo_precio_distinto
876,CAPACITOR DE TRABAJO 12UF CUADRADO,60.00,30.00,,30.00,0.00,sin_decimal_para_cananea
1365,CAPACITOR DE TRABAJO 15UF 440V ALUMINIO,35.32,,35.32,,35.32,un_solo_precio_distinto
877,CAPACITOR DE TRABAJO 15UF CUADRADO,70.00,40.00,17.55,30.00,17.55,
1366,CAPACITOR DE TRABAJO 20UF 440V ALUMINIO,32.78,,32.78,,32.78,un_solo_precio_distinto
317,CAPACITOR DE TRABAJO 25 UF 370V,40.60,,40.60,,40.60,un_solo_precio_distinto
314,CAPACITOR DE TRABAJO 25 UF 440V,120.00,105.00,40.60,95.00,40.60,
319,CAPACITOR DE TRABAJO 25+6UF 370V,150.00,120.00,,116.00,0.00,sin_decimal_para_cananea
2049,CAPACITOR DE TRABAJO 30+6UF 440V,170.00,150.00,56.78,120.00,56.78,
202,CAPACITOR DE TRABAJO 35+6 MF 440V,200.00,160.00,,160.00,0.00,sin_decimal_para_cananea
49,CAPACITOR DE TRABAJO 35UF A 440 V,48.48,,48.48,,48.48,un_solo_precio_distinto
50,CAPACITOR DE TRABAJO 40UF A 440V,58.46,,58.46,,58.46,un_solo_precio_distinto
687152222285,CAPACITOR DE TRABAJO 45+3MDF. D,190.00,175.00,,175.00,0.00,sin_decimal_para_cananea
51,CAPACITOR DE TRABAJO 45UF A 440V,85.14,,85.14,,85.14,un_solo_precio_distinto
2219,CAPACITOR DE TRABAJO 5 UF REDONDO,80.00,60.00,21.32,45.00,21.32,
687152222377,CAPACITOR DE TRABAJO 50+3 MDF. D.,190.00,0.00,,190.00,0.00,sin_decimal_para_cananea
844,CAPACITOR DE TRABAJO 50+5UF D.,240.00,190.00,62.13,120.00,62.13,
999,CAPACITOR DE TRABAJO 55 UF 440V,250.00,190.00,,180.00,170.00,sin_decimal_para_cananea
506,CAPACITOR DE TRABAJO 5MFD 370V,46.40,45.00,46.40,45.00,0.00,
507,CAPACITOR DE TRABAJO 60MFD 370V,71.88,,71.88,,71.88,un_solo_precio_distinto
944,CAPACITOR DE TRABAJO 7.5UF 370V,50.00,45.00,18.75,45.00,18.75,
622,CAPACITOR DE TRABAJO 70MFD,200.00,170.00,,140.00,130.00,sin_decimal_para_cananea
937,CAPACITOR DE TRABAJO 75UF 440V,250.00,200.00,,200.00,0.00,sin_decimal_para_cananea
52,CAPACITOR DE TRABAJO 80UF A 370V,245.00,204.00,,204.00,0.00,sin_decimal_para_cananea
35,CAPACITOR DE TRABAJO CUAD. 2MDF,50.00,40.00,7.31,30.00,7.31,
36,CAPACITOR DE TRABAJO CUAD. 3.5MDF,9.01,,9.01,,9.01,un_solo_precio_distinto
37,CAPACITOR DE TRABAJO CUAD. 4MDF,11.08,,11.08,,11.08,un_solo_precio_distinto
38,CAPACITOR DE TRABAJO CUAD. 5MDF,46.00,35.00,,35.00,0.00,sin_decimal_para_cananea
39,CAPACITOR DE TRABAJO CUAD. 6MDF,60.00,40.00,11.89,30.00,11.89,
854,CAPACITOR DE TRABAJO CUADRADO 3 UF,30.00,9.60,9.60,30.00,9.60,
298,CAPACITOR DE TRABAJO REDONDO 10 UF 370V,22.67,,22.67,,22.67,un_solo_precio_distinto
2138,CAPACITOR DE TRABAJO REDONDO 12.5 UF,85.00,60.00,24.01,40.00,24.01,
320737730053,CAPACITOR DE TRABAJO REDONDO 2UF,40.00,35.00,,35.00,0.00,sin_decimal_para_cananea
32526980066,CAPACITOR DE TRABAJO REDONDO 3 UF,35.00,0.00,,35.00,0.00,sin_decimal_para_cananea
1771,CAPACITOR PARA VENT 2+6UF 250V,60.00,40.00,,35.00,30.00,sin_decimal_para_cananea
1770,CAPACITOR PARA VENT. 2+5UF 250V,60.00,40.00,,35.00,30.00,sin_decimal_para_cananea
1772,CAPACITOR PARA VENT. 5+5UF 250V,65.00,50.00,,45.00,35.00,sin_decimal_para_cananea
114,CAPACITOR REDONDO DE TRABAJO 6uF,60.00,45.00,,45.00,0.00,sin_decimal_para_cananea
53,CAPACITOR TRABAJO 25+5MDF D.,180.00,132.00,,132.00,0.00,sin_decimal_para_cananea
321,CAPACITOR TRABAJO 30+5UF 370V,180.00,174.00,,150.00,0.00,sin_decimal_para_cananea
318,CAPACITOR TRABAJO 30UF 440V,62.44,,62.44,,62.44,un_solo_precio_distinto
322,CAPACITOR TRABAJO 40+5UF 370V,64.55,,64.55,,64.55,un_solo_precio_distinto
324,CAPACITOR TRABAJO 40+6UF 370V,180.00,155.00,,145.00,0.00,sin_decimal_para_cananea
323,CAPACITOR TRABAJO 45+5UF 370,208.80,195.00,208.80,170.00,0.00,
855,CAPACITOR TRABAJO 50UF 440V,60.78,,60.78,,60.78,un_solo_precio_distinto
54,CAPACITOR TRABAJO 90UF A 370V,265.00,220.01,220.01,220.01,0.00,
2040,CENTRO DE CARGA 50A TIPO SD,1119.40,,1119.40,,1119.40,un_solo_precio_distinto
037103572899,"CINTA ESPUMA 30"" GB",150.00,140.00,85.27,120.00,85.27,
301,CINTA MOMIA AISLANTE,9.14,,9.14,,9.14,un_solo_precio_distinto
325,CINTA MOMIA COLDTEK,39.59,,39.59,,39.59,un_solo_precio_distinto
037103572837,CINTA PVC IGNIRETARDANTE 15M GB,17.06,,17.06,,17.06,un_solo_precio_distinto
037103575784,CINTA PVC IGNIRETARDANTE 25M GB,60.00,40.00,21.93,30.00,21.93,
1072,COMPRESOR PARA REFRIGERADOR TIPO VITRINA 110V R134 1/2HP,2800.00,2500.00,2099.99,2099.99,0.00,
7503026178836,CONTACTOR 2 POLOS 30A 220V,190.00,160.00,,150.00,0.00,sin_decimal_para_cananea
