SKU,Nombre,precioVenta_sin_IVA,lista_regular_sin_IVA,lista_tecnico_sin_IVA,lista_cananea_sin_IVA,lista_mayoreo_menos_sin_IVA,lista_mayoreo_mas_sin_IVA,preciosPorListaCliente_json
634,SOPORTE TINA WH GEN CANDADO,530,530,526.31,82.95,502.76,331,"{""regular"":530,""tecnico"":526.31,""cananea"":82.95,""mayoreo_menos"":502.76,""mayoreo_mas"":331}"
964,SUSPENCION FRONT. 11/12KG MB GAB27,129.31,129.31,107.76,0,0,0,"{""regular"":129.31,""tecnico"":107.76,""cananea"":0,""mayoreo_menos"":0,""mayoreo_mas"":0}"
979,SUSPENCION LAV. MABE G012 G003 WW01L00496,155.17,155.17,120.69,0,112.07,0.86,"{""regular"":155.17,""tecnico"":120.69,""cananea"":0,""mayoreo_menos"":112.07,""mayoreo_mas"":0.86}"
1984,SUSPENSION AZUL 67CM WH. RESORTE LARGO KIT 4 W10820048 GEN,508.62,508.62,448.28,269.3,422.41,387.93,"{""regular"":508.62,""tecnico"":448.28,""cananea"":269.3,""mayoreo_menos"":422.41,""mayoreo_mas"":387.93}"
249,SUSPENSION CL MABE ORG. 189D3916G023,163.79,163.79,142.24,67.97,133.62,125,"{""regular"":163.79,""tecnico"":142.24,""cananea"":67.97,""mayoreo_menos"":133.62,""mayoreo_mas"":125}"
1584,SUSPENSION CL MABE ORG. 189D3916G024,133.62,133.62,129.31,83.72,120.69,103.45,"{""regular"":133.62,""tecnico"":129.31,""cananea"":83.72,""mayoreo_menos"":120.69,""mayoreo_mas"":103.45}"
1169,SUSPENSION DAEWOO 60.5CM 2 DEL. 2 TRAS.,732.76,732.76,646.55,282.46,560.34,456.9,"{""regular"":732.76,""tecnico"":646.55,""cananea"":282.46,""mayoreo_menos"":560.34,""mayoreo_mas"":456.9}"
1170,SUSPENSION DAEWOO 62.5CM 2 DEL. 2 TRAS.,534.48,534.48,465.52,257.24,439.66,405.17,"{""regular"":534.48,""tecnico"":465.52,""cananea"":257.24,""mayoreo_menos"":439.66,""mayoreo_mas"":405.17}"
2174,SUSPENSION DAEWOO/SAMSUNG ORG. 62.5CM 2 DEL. 2 TRAS.,117.24,117.24,99.14,420.09,0,0,"{""regular"":117.24,""tecnico"":99.14,""cananea"":420.09,""mayoreo_menos"":0,""mayoreo_mas"":0}"
1412,SUSPENSION LAV WH NARANJA 61.5CM ORG.,775.86,775.86,681.03,352.41,637.93,594.83,"{""regular"":775.86,""tecnico"":681.03,""cananea"":352.41,""mayoreo_menos"":637.93,""mayoreo_mas"":594.83}"
2096,SUSPENSION LAV. DAEWOO 67 CM.,560.34,560.34,465.52,250.77,413.79,370.69,"{""regular"":560.34,""tecnico"":465.52,""cananea"":250.77,""mayoreo_menos"":413.79,""mayoreo_mas"":370.69}"
1263,SUSPENSION MABE KRAKEN ORG 233D2080G005,155.17,155.17,120.69,89.47,112.07,0,"{""regular"":155.17,""tecnico"":120.69,""cananea"":89.47,""mayoreo_menos"":112.07,""mayoreo_mas"":0}"
1264,SUSPENSION MABE KRAKEN ORG 233D2080G006,155.17,155.17,120.69,90.56,112.07,103.45,"{""regular"":155.17,""tecnico"":120.69,""cananea"":90.56,""mayoreo_menos"":112.07,""mayoreo_mas"":103.45}"
1258,SUSPENSION MABE KRAKEN ORG. 233D2080G001,163.79,163.79,146.55,125,137.93,125,"{""regular"":163.79,""tecnico"":146.55,""cananea"":125,""mayoreo_menos"":137.93,""mayoreo_mas"":125}"
1259,SUSPENSION MABE KRAKEN ORG. 233D2080G002,163.79,163.79,146.55,0,137.93,125,"{""regular"":163.79,""tecnico"":146.55,""cananea"":0,""mayoreo_menos"":137.93,""mayoreo_mas"":125}"
1260,SUSPENSION MABE KRAKEN ORG. 233D2080G003,155.17,155.17,137.93,96.03,125,0,"{""regular"":155.17,""tecnico"":137.93,""cananea"":96.03,""mayoreo_menos"":125,""mayoreo_mas"":0}"
1262,SUSPENSION MABE KRAKEN ORG. 233D2080G004,168.1,168.1,150.86,95.56,137.93,129.31,"{""regular"":168.1,""tecnico"":150.86,""cananea"":95.56,""mayoreo_menos"":137.93,""mayoreo_mas"":129.31}"
1265,SUSPENSION MABE KRAKEN ORG. 233D2080G007,163.79,163.79,146.55,85.77,137.93,125,"{""regular"":163.79,""tecnico"":146.55,""cananea"":85.77,""mayoreo_menos"":137.93,""mayoreo_mas"":125}"
1266,SUSPENSION MABE KRAKEN ORG. 233D2080G008,155.17,155.17,120.69,85.77,112.07,112.07,"{""regular"":155.17,""tecnico"":120.69,""cananea"":85.77,""mayoreo_menos"":112.07,""mayoreo_mas"":112.07}"
1952,SUSPENSION MABE ORG. 189D3916G003,146.55,146.55,125,105.39,116.38,112.07,"{""regular"":146.55,""tecnico"":125,""cananea"":105.39,""mayoreo_menos"":116.38,""mayoreo_mas"":112.07}"
1273,SUSPENSION MABE ORG. 189D3916G004,155.17,155.17,120.69,92.45,112.07,0,"{""regular"":155.17,""tecnico"":120.69,""cananea"":92.45,""mayoreo_menos"":112.07,""mayoreo_mas"":0}"
1789,SUSPENSION MABE ORG. 189D3916G006,172.41,172.41,155.17,94.41,142.24,133.62,"{""regular"":172.41,""tecnico"":155.17,""cananea"":94.41,""mayoreo_menos"":142.24,""mayoreo_mas"":133.62}"
1271,SUSPENSION MABE ORG. 189D3916G007,215.52,215.52,155.17,155.17,155.17,155.17,"{""regular"":215.52,""tecnico"":155.17,""cananea"":155.17,""mayoreo_menos"":155.17,""mayoreo_mas"":155.17}"
1272,SUSPENSION MABE ORG. 189D3916G008,198.28,198.28,146.55,100.61,146.55,0,"{""regular"":198.28,""tecnico"":146.55,""cananea"":100.61,""mayoreo_menos"":146.55,""mayoreo_mas"":0}"
1269,SUSPENSION MABE ORG. 189D3916G009,163.79,163.79,146.55,95.49,133.62,125,"{""regular"":163.79,""tecnico"":146.55,""cananea"":95.49,""mayoreo_menos"":133.62,""mayoreo_mas"":125}"
1270,SUSPENSION MABE ORG. 189D3916G010,172.41,172.41,172.41,96.97,142.24,129.31,"{""regular"":172.41,""tecnico"":172.41,""cananea"":96.97,""mayoreo_menos"":142.24,""mayoreo_mas"":129.31}"
1311,SUSPENSION MABE ORG. 189D3916G011,163.79,163.79,137.93,80.53,125,116.38,"{""regular"":163.79,""tecnico"":137.93,""cananea"":80.53,""mayoreo_menos"":125,""mayoreo_mas"":116.38}"
1312,SUSPENSION MABE ORG. 189D3916G012,155.17,155.17,133.62,97.54,125,116.38,"{""regular"":155.17,""tecnico"":133.62,""cananea"":97.54,""mayoreo_menos"":125,""mayoreo_mas"":116.38}"
1267,SUSPENSION MABE ORG. 189D3916G015,163.79,163.79,142.24,85.03,129.31,0,"{""regular"":163.79,""tecnico"":142.24,""cananea"":85.03,""mayoreo_menos"":129.31,""mayoreo_mas"":0}"
1268,SUSPENSION MABE ORG. 189D3916G016,159.48,159.48,146.55,114.84,142.24,137.93,"{""regular"":159.48,""tecnico"":146.55,""cananea"":114.84,""mayoreo_menos"":142.24,""mayoreo_mas"":137.93}"
742,SUSPENSION MABE ORG. 189D3916G017,163.79,163.79,129.31,89.39,120.69,112.07,"{""regular"":163.79,""tecnico"":129.31,""cananea"":89.39,""mayoreo_menos"":120.69,""mayoreo_mas"":112.07}"
743,SUSPENSION MABE ORG. 189D3916G018,155.17,155.17,129.31,100.95,120.69,112.07,"{""regular"":155.17,""tecnico"":129.31,""cananea"":100.95,""mayoreo_menos"":120.69,""mayoreo_mas"":112.07}"
12302,SUSPENSION SAMSUNG 66.5CM GEN,689.66,689.66,620.69,315.09,560.34,0.86,"{""regular"":689.66,""tecnico"":620.69,""cananea"":315.09,""mayoreo_menos"":560.34,""mayoreo_mas"":0.86}"
1376,SUSPENSION SAMSUNG 70 CM DC97-5280S,810.34,810.34,711.21,612.07,663.79,612.07,"{""regular"":810.34,""tecnico"":711.21,""cananea"":612.07,""mayoreo_menos"":663.79,""mayoreo_mas"":612.07}"
1069,SWITCH BLOCAPUERTA WW ORG,413.79,413.79,0,0,0,0,"{""regular"":413.79,""tecnico"":0,""cananea"":0,""mayoreo_menos"":0,""mayoreo_mas"":0}"
8318084,SWITCH CORTO LAV. WH ORG.,206.9,206.9,189.66,105,172.41,159.48,"{""regular"":206.9,""tecnico"":189.66,""cananea"":105,""mayoreo_menos"":172.41,""mayoreo_mas"":159.48}"
1407,SWITCH DE BALANCE WH GEN,129.31,129.31,86.21,68.97,77.59,77.59,"{""regular"":129.31,""tecnico"":86.21,""cananea"":68.97,""mayoreo_menos"":77.59,""mayoreo_mas"":77.59}"
206216,SWITCH DE TEMPERATURA MAYTAG DE BOTONES 206216,750,750,750,523.22,750,750,"{""regular"":750,""tecnico"":750,""cananea"":523.22,""mayoreo_menos"":750,""mayoreo_mas"":750}"
1839,"SWITCH ENSABMBLE SELECTOR 5, 6 Y 12 POS WW03F00577 / 233D2620G004",620.69,620.69,543.1,474.14,508.62,474.14,"{""regular"":620.69,""tecnico"":543.1,""cananea"":474.14,""mayoreo_menos"":508.62,""mayoreo_mas"":474.14}"
3355808,SWITCH LARGO WH GEN.,163.79,163.79,129.31,53.12,0,0,"{""regular"":163.79,""tecnico"":129.31,""cananea"":53.12,""mayoreo_menos"":0,""mayoreo_mas"":0}"
33558082,SWITCH LARGO WH ORG.,224.14,224.14,198.28,102.46,185.34,172.41,"{""regular"":224.14,""tecnico"":198.28,""cananea"":102.46,""mayoreo_menos"":185.34,""mayoreo_mas"":172.41}"
1783,SWITCH LAV. DAEWOO 66148-0005700,327.59,327.59,301.72,250,293.1,271.55,"{""regular"":327.59,""tecnico"":301.72,""cananea"":250,""mayoreo_menos"":293.1,""mayoreo_mas"":271.55}"
1447,SWITCH PUERTA LAV SAMS DC34-00025E,629.31,629.31,0.86,0.86,0.86,0.86,"{""regular"":629.31,""tecnico"":0.86,""cananea"":0.86,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
2310,SWITCH PUERTA LAV. MABE/GE WH08X32657,750,750,0.86,0,0.86,0.86,"{""regular"":750,""tecnico"":0.86,""cananea"":0,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
2218,SWITCH SELECTOR 12 POS. 228C1256G006 MABE ORG.,120.69,120.69,94.83,33.62,81.9,68.97,"{""regular"":120.69,""tecnico"":94.83,""cananea"":33.62,""mayoreo_menos"":81.9,""mayoreo_mas"":68.97}"
2315,SWITCH SELECTOR 4 POS. LAV WH. W10414398,137.93,137.93,112.07,47.02,99.14,86.21,"{""regular"":137.93,""tecnico"":112.07,""cananea"":47.02,""mayoreo_menos"":99.14,""mayoreo_mas"":86.21}"
1463,SWITCH SELECTOR ENSAMBLE 3 SELECTORES LAV MABE KRAKEN ORIGINAL 290D2271G001,314.66,314.66,275.86,241.38,258.62,258.62,"{""regular"":314.66,""tecnico"":275.86,""cananea"":241.38,""mayoreo_menos"":258.62,""mayoreo_mas"":258.62}"
1281,SWITCH VELOCIDAD WH 3954573,112.07,112.07,0.86,0,0,0,"{""regular"":112.07,""tecnico"":0.86,""cananea"":0,""mayoreo_menos"":0,""mayoreo_mas"":0}"
1944,TAPA AGITADOR LAV. FRIGIDAIRE 3204395,51.72,51.72,38.79,14.94,30.17,25.86,"{""regular"":51.72,""tecnico"":38.79,""cananea"":14.94,""mayoreo_menos"":30.17,""mayoreo_mas"":25.86}"
117,TAPA P/AGITADOR G,34.48,34.48,1.72,0,0,0,"{""regular"":34.48,""tecnico"":1.72,""cananea"":0,""mayoreo_menos"":0,""mayoreo_mas"":0}"
1882,TARJETA BOTONES KRAKEN 233D2215G001,534.48,534.48,474.14,327.64,435.34,405.17,"{""regular"":534.48,""tecnico"":474.14,""cananea"":327.64,""mayoreo_menos"":435.34,""mayoreo_mas"":405.17}"
1212,TARJETA BOTONES MABE ORG. T189D2761G009,1.72,1.72,0.86,0.86,0.86,0.86,"{""regular"":1.72,""tecnico"":0.86,""cananea"":0.86,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
1900,TARJETA CONTROL SIRUS360 REF MA-G,594.83,594.83,525.86,366.97,491.38,452.59,"{""regular"":594.83,""tecnico"":525.86,""cananea"":366.97,""mayoreo_menos"":491.38,""mayoreo_mas"":452.59}"
4609725,TARJETA DE CONTROL PARA REFRIGERADOR MABE,474.14,474.14,301.72,0,0,0,"{""regular"":474.14,""tecnico"":301.72,""cananea"":0,""mayoreo_menos"":0,""mayoreo_mas"":0}"
1449,TARJETA DISPLAY LAV WH ORG. 6 LEDS W11295684,594.83,594.83,525.86,348.19,491.38,456.9,"{""regular"":594.83,""tecnico"":525.86,""cananea"":348.19,""mayoreo_menos"":491.38,""mayoreo_mas"":456.9}"
1073,TARJETA DISPLAY LAV WP ORIGINAL 6 LEDS W11295686,594.83,594.83,525.86,316.97,491.38,456.9,"{""regular"":594.83,""tecnico"":525.86,""cananea"":316.97,""mayoreo_menos"":491.38,""mayoreo_mas"":456.9}"
1920,TARJETA LAVADORA FRONTAL LG EBR79950206,3.45,3.45,3.45,2.59,3.45,3.45,"{""regular"":3.45,""tecnico"":3.45,""cananea"":2.59,""mayoreo_menos"":3.45,""mayoreo_mas"":3.45}"
1261,TARJETA MABE TNT 189D3853G012 R20 WW01F00366,793.1,793.1,741.38,0.86,689.66,1.72,"{""regular"":793.1,""tecnico"":741.38,""cananea"":0.86,""mayoreo_menos"":689.66,""mayoreo_mas"":1.72}"
106,TARJETA SENSOR PESO MB G. ROSA,51.72,51.72,51.72,28.72,51.72,0,"{""regular"":51.72,""tecnico"":51.72,""cananea"":28.72,""mayoreo_menos"":51.72,""mayoreo_mas"":0}"
198,TERMOACTUADOR MBAQ,146.55,146.55,120.69,91.36,0,0,"{""regular"":146.55,""tecnico"":120.69,""cananea"":91.36,""mayoreo_menos"":0,""mayoreo_mas"":0}"
3392519,TERMOFUSIBLE DELGADO WH ORG.,86.21,86.21,77.59,47.06,73.28,68.97,"{""regular"":86.21,""tecnico"":77.59,""cananea"":47.06,""mayoreo_menos"":73.28,""mayoreo_mas"":68.97}"
2181,TERMOSTATO LAVASECADORA LG 6931FR3108A,500,500,443.97,309.75,413.79,383.62,"{""regular"":500,""tecnico"":443.97,""cananea"":309.75,""mayoreo_menos"":413.79,""mayoreo_mas"":383.62}"
603,TIMER MECANICO 1 PERILLA 4 TERM. 15 MIN,172.41,172.41,137.93,50.01,129.31,120.69,"{""regular"":172.41,""tecnico"":137.93,""cananea"":50.01,""mayoreo_menos"":129.31,""mayoreo_mas"":120.69}"
605,TIMER MECANICO 1 PERILLA 4 TERM. 45 MIN,172.41,172.41,137.93,50.01,129.31,120.69,"{""regular"":172.41,""tecnico"":137.93,""cananea"":50.01,""mayoreo_menos"":129.31,""mayoreo_mas"":120.69}"
1970,TIMER MECANICO 1 PERILLA 7 TERM. 15 MIN,172.41,172.41,137.93,50.01,129.31,120.69,"{""regular"":172.41,""tecnico"":137.93,""cananea"":50.01,""mayoreo_menos"":129.31,""mayoreo_mas"":120.69}"
240,TIMER METALICO WHO 378133,0.86,0.86,0,0,0,0,"{""regular"":0.86,""tecnico"":0,""cananea"":0,""mayoreo_menos"":0,""mayoreo_mas"":0}"
18,TIRANTE LAVADORA MO,12.93,12.93,12.93,7.47,12.93,0,"{""regular"":12.93,""tecnico"":12.93,""cananea"":7.47,""mayoreo_menos"":12.93,""mayoreo_mas"":0}"
1768,TIRANTE SUSPENCION MABE GRANDE,21.55,21.55,12.93,0,12.93,0,"{""regular"":21.55,""tecnico"":12.93,""cananea"":0,""mayoreo_menos"":12.93,""mayoreo_mas"":0}"
358237,TORNILLO AGITADOR 7/16,68.97,68.97,56.03,44.06,0,0,"{""regular"":68.97,""tecnico"":56.03,""cananea"":44.06,""mayoreo_menos"":0,""mayoreo_mas"":0}"
896,TORNILLO AGITADOR WH GEN,43.1,43.1,38.79,13.33,30.17,21.55,"{""regular"":43.1,""tecnico"":38.79,""cananea"":13.33,""mayoreo_menos"":30.17,""mayoreo_mas"":21.55}"
20,TORNILLO AGITADR MAA,30.17,30.17,25.86,6.94,17.24,17.24,"{""regular"":30.17,""tecnico"":25.86,""cananea"":6.94,""mayoreo_menos"":17.24,""mayoreo_mas"":17.24}"
1482,TORNILLO LARGO MB AM,21.55,21.55,0,75.08,0,0,"{""regular"":21.55,""tecnico"":0,""cananea"":75.08,""mayoreo_menos"":0,""mayoreo_mas"":0}"
50130,TRANS. WH ACOP. ENS. O,0.86,0.86,0.86,718.15,0.86,0.86,"{""regular"":0.86,""tecnico"":0.86,""cananea"":718.15,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
1968,TRANSMISION CLUTHG LG GEN 426EA101A,793.1,793.1,0.86,532.35,0.86,0.86,"{""regular"":793.1,""tecnico"":0.86,""cananea"":532.35,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
1173,TRANSMISION CON BASE MABE AMZ FLOTADOR BASE CHICA 189D3593G002,1.72,1.72,1.72,0.86,1.72,0.86,"{""regular"":1.72,""tecnico"":1.72,""cananea"":0.86,""mayoreo_menos"":1.72,""mayoreo_mas"":0.86}"
9691,TRANSMISION CON BASE MBAQ 19KG,1.72,1.72,0.86,0,0,0,"{""regular"":1.72,""tecnico"":0.86,""cananea"":0,""mayoreo_menos"":0,""mayoreo_mas"":0}"
2306,TRANSMISION CORTA LAV. KOBLENZ,431.03,431.03,301.72,122.33,258.62,215.52,"{""regular"":431.03,""tecnico"":301.72,""cananea"":122.33,""mayoreo_menos"":258.62,""mayoreo_mas"":215.52}"
2133,TRANSMISION DAEWOO TIPO 3617301000,2.59,2.59,1.72,1.72,1.72,1.72,"{""regular"":2.59,""tecnico"":1.72,""cananea"":1.72,""mayoreo_menos"":1.72,""mayoreo_mas"":1.72}"
897,TRANSMISION FLECHA CORTA WH DIGITAL SIN BASE,818.97,818.97,775.86,480.86,715.52,0.86,"{""regular"":818.97,""tecnico"":775.86,""cananea"":480.86,""mayoreo_menos"":715.52,""mayoreo_mas"":0.86}"
2016,TRANSMISION FLECHA CORTA WH DIGITAL SIN BASE C/RANURA,2.59,2.59,2.59,1.72,2.59,1.72,"{""regular"":2.59,""tecnico"":2.59,""cananea"":1.72,""mayoreo_menos"":2.59,""mayoreo_mas"":1.72}"
2204,TRANSMISION KIT CON TUERCA Y POLEA ACROS,517.24,517.24,422.41,243.19,383.62,349.14,"{""regular"":517.24,""tecnico"":422.41,""cananea"":243.19,""mayoreo_menos"":383.62,""mayoreo_mas"":349.14}"
1806,TRANSMISION KRAKEN PLATO DELGADO S/BASE,0.86,0.86,0.86,0.86,0.86,0.86,"{""regular"":0.86,""tecnico"":0.86,""cananea"":0.86,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
1805,TRANSMISION KRAKEN PLATO GRANDE S/BASE,0.86,0.86,0.86,0.86,0.86,0.86,"{""regular"":0.86,""tecnico"":0.86,""cananea"":0.86,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
167,TRANSMISION LARGA WH S/BASE,0.86,0.86,0.86,619.5,0.86,0.86,"{""regular"":0.86,""tecnico"":0.86,""cananea"":619.5,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
1889,TRANSMISION LG 166MM POLEA 138MM EJE EST.,0.86,0.86,0.86,60.9,0.86,0.86,"{""regular"":0.86,""tecnico"":0.86,""cananea"":60.9,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
169,TRANSMISION MABE 189D3593G005 ORG.,1.72,1.72,1.72,0,0.86,0,"{""regular"":1.72,""tecnico"":1.72,""cananea"":0,""mayoreo_menos"":0.86,""mayoreo_mas"":0}"
1293,TRANSMISION MABE AMAZONAS SIN BASE FLOTADOR,689.66,689.66,629.31,560.34,500,465.52,"{""regular"":689.66,""tecnico"":629.31,""cananea"":560.34,""mayoreo_menos"":500,""mayoreo_mas"":465.52}"
1174,TRANSMISION MABE CON BASE 189D3187G002,0.86,0.86,0.86,0.86,0.86,0.86,"{""regular"":0.86,""tecnico"":0.86,""cananea"":0.86,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
1906,TRANSMISION MABE KRAKEN PLATO ALTO AMER. CON BASE 233D2549G005,2.59,2.59,1.72,1.72,1.72,1.72,"{""regular"":2.59,""tecnico"":1.72,""cananea"":1.72,""mayoreo_menos"":1.72,""mayoreo_mas"":1.72}"
1003,TRANSMISION MABE ORG. CL 189D5234G003,1.72,1.72,1.72,0.86,1.72,0.86,"{""regular"":1.72,""tecnico"":1.72,""cananea"":0.86,""mayoreo_menos"":1.72,""mayoreo_mas"":0.86}"
407,TRANSMISION MABE WW01F01067 ORG.,1.72,1.72,0.86,0,0,0,"{""regular"":1.72,""tecnico"":0.86,""cananea"":0,""mayoreo_menos"":0,""mayoreo_mas"":0}"
30,TRANSMISION MBAM CON BASE FLOTADOR 189D3593G001,1.72,1.72,0.86,0.86,0.86,0.86,"{""regular"":1.72,""tecnico"":0.86,""cananea"":0.86,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
1115,TRANSMISION METALICA DAEWOO ORG. GM-1300,0.86,0.86,0.86,551.25,0.86,0.86,"{""regular"":0.86,""tecnico"":0.86,""cananea"":551.25,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
1576,TRANSMISION VMAX CARGA W11393685,5.17,5.17,4.31,3.45,4.31,4.31,"{""regular"":5.17,""tecnico"":4.31,""cananea"":3.45,""mayoreo_menos"":4.31,""mayoreo_mas"":4.31}"
1883,TRANSMISION WH FLECHA CORTA SELLO GRANDE W11454734,637.93,637.93,594.83,1.72,551.72,3.45,"{""regular"":637.93,""tecnico"":594.83,""cananea"":1.72,""mayoreo_menos"":551.72,""mayoreo_mas"":3.45}"
2170,TRANSMISION WH. ORG. FLECHA CORTA SIN BASE W11130752,1.72,1.72,1.72,0.86,1.72,1.72,"{""regular"":1.72,""tecnico"":1.72,""cananea"":0.86,""mayoreo_menos"":1.72,""mayoreo_mas"":1.72}"
1160,TUERCA GRUESA LG SAMSUNG IZQ. ANTIGUA,129.31,129.31,112.07,0,94.83,86.21,"{""regular"":129.31,""tecnico"":112.07,""cananea"":0,""mayoreo_menos"":94.83,""mayoreo_mas"":86.21}"
24,TUERCA LAVADORA MABE K,43.1,43.1,25.86,36.41,21.55,0,"{""regular"":43.1,""tecnico"":25.86,""cananea"":36.41,""mayoreo_menos"":21.55,""mayoreo_mas"":0}"
103,TUERCA LEAMB IZ. FINA AMZ,51.72,51.72,34.48,0,34.48,0,"{""regular"":51.72,""tecnico"":34.48,""cananea"":0,""mayoreo_menos"":34.48,""mayoreo_mas"":0}"
21366,TUERCA P/BLOCK WH O.,103.45,103.45,77.59,38.44,68.97,51.72,"{""regular"":103.45,""tecnico"":77.59,""cananea"":38.44,""mayoreo_menos"":68.97,""mayoreo_mas"":51.72}"
197,TUERCA ROSCA ESTANDAR MBOL,51.72,51.72,38.79,20.06,0,0,"{""regular"":51.72,""tecnico"":38.79,""cananea"":20.06,""mayoreo_menos"":0,""mayoreo_mas"":0}"
1125,TUERCA TINA DAEWOO ORG.,86.21,86.21,64.66,44.11,64.66,56.03,"{""regular"":86.21,""tecnico"":64.66,""cananea"":44.11,""mayoreo_menos"":64.66,""mayoreo_mas"":56.03}"
523,TUERCA TINA MY SELLO,215.52,215.52,181.03,94.03,163.79,155.17,"{""regular"":215.52,""tecnico"":181.03,""cananea"":94.03,""mayoreo_menos"":163.79,""mayoreo_mas"":155.17}"
1278,TUERCA TINA SAMSUNG DAEWOO LG,77.59,77.59,56.03,16.66,34.48,30.17,"{""regular"":77.59,""tecnico"":56.03,""cananea"":16.66,""mayoreo_menos"":34.48,""mayoreo_mas"":30.17}"
1124,TUERCA TINA SAMSUNG ORG MODERNA.,129.31,129.31,86.21,65.31,77.59,68.97,"{""regular"":129.31,""tecnico"":86.21,""cananea"":65.31,""mayoreo_menos"":77.59,""mayoreo_mas"":68.97}"
1310,TURBINA MABE MODERNA SEC. WE16M15 WW02A00073,810.34,810.34,0.86,562.6,0.86,0.86,"{""regular"":810.34,""tecnico"":0.86,""cananea"":562.6,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
2009,VENTILADOR MOTOR Y MAGNETICO MABE KRAKEN 233D2408G003,250,250,224.14,136.41,211.21,193.97,"{""regular"":250,""tecnico"":224.14,""cananea"":136.41,""mayoreo_menos"":211.21,""mayoreo_mas"":193.97}"
868,ZAPATA FRENO MB OLIM,73.28,73.28,60.34,23.62,51.72,43.1,"{""regular"":73.28,""tecnico"":60.34,""cananea"":23.62,""mayoreo_menos"":51.72,""mayoreo_mas"":43.1}"
1932,BASE PARA PORTAVASO NB ORG,172.41,172.41,159.48,105.91,142.24,129.31,"{""regular"":172.41,""tecnico"":159.48,""cananea"":105.91,""mayoreo_menos"":142.24,""mayoreo_mas"":129.31}"
1934,COPLE CHICO DE MOTOR NB,51.72,51.72,38.79,23.99,34.48,30.17,"{""regular"":51.72,""tecnico"":38.79,""cananea"":23.99,""mayoreo_menos"":34.48,""mayoreo_mas"":30.17}"
1943,COPLE CUCHILLA GRANDE NB,56.03,56.03,47.41,26.26,43.1,38.79,"{""regular"":56.03,""tecnico"":47.41,""cananea"":26.26,""mayoreo_menos"":43.1,""mayoreo_mas"":38.79}"
1937,COPLE DE CUCHILLA CHICO NB,43.1,43.1,34.48,22.18,30.17,25.86,"{""regular"":43.1,""tecnico"":34.48,""cananea"":22.18,""mayoreo_menos"":30.17,""mayoreo_mas"":25.86}"
1933,COPLE GRANDE DE MOTOR NB,60.34,60.34,51.72,31.23,47.41,38.79,"{""regular"":60.34,""tecnico"":51.72,""cananea"":31.23,""mayoreo_menos"":47.41,""mayoreo_mas"":38.79}"
1469,"COPLE, TAZA Y CUADRO JUEGO SIRVE OSTER",77.59,77.59,51.72,11.91,43.1,34.48,"{""regular"":77.59,""tecnico"":51.72,""cananea"":11.91,""mayoreo_menos"":43.1,""mayoreo_mas"":34.48}"
1480,CUADRO CON ROSCA ECONOMICA OSTER GEN,17.24,17.24,12.93,5.95,0,0,"{""regular"":17.24,""tecnico"":12.93,""cananea"":5.95,""mayoreo_menos"":0,""mayoreo_mas"":0}"
1477,CUADRO LARGO OSTER GEN,17.24,17.24,12.93,5.95,0,0,"{""regular"":17.24,""tecnico"":12.93,""cananea"":5.95,""mayoreo_menos"":0,""mayoreo_mas"":0}"
2061,CUCHILLA CHICA BD,240,240,181.03,210,168.1,155.17,"{""regular"":240,""tecnico"":181.03,""cananea"":210,""mayoreo_menos"":168.1,""mayoreo_mas"":155.17}"
2060,CUCHILLA GRANDE BD,137.93,137.93,112.07,62.01,99.14,86.21,"{""regular"":137.93,""tecnico"":112.07,""cananea"":62.01,""mayoreo_menos"":99.14,""mayoreo_mas"":86.21}"
1654,CUCHILLA LICUADORA B&D GRIS CHICO,86.21,86.21,68.97,45,51.72,47.41,"{""regular"":86.21,""tecnico"":68.97,""cananea"":45,""mayoreo_menos"":51.72,""mayoreo_mas"":47.41}"
1931,CUCHILLA PORTA VASO NB,258.62,258.62,241.38,149.36,228.45,215.52,"{""regular"":258.62,""tecnico"":241.38,""cananea"":149.36,""mayoreo_menos"":228.45,""mayoreo_mas"":215.52}"
1945,CUCHILLA PORTAVASO NB TIPO 2,293.1,293.1,267.24,163.39,245.69,232.76,"{""regular"":293.1,""tecnico"":267.24,""cananea"":163.39,""mayoreo_menos"":245.69,""mayoreo_mas"":232.76}"
2121,CUCHILLA PORTAVASO NB TIPO C MAGIC,163.79,163.79,137.93,76.12,129.31,120.69,"{""regular"":163.79,""tecnico"":137.93,""cananea"":76.12,""mayoreo_menos"":129.31,""mayoreo_mas"":120.69}"
