SKU,Nombre,precioVenta_sin_IVA,lista_regular_sin_IVA,lista_tecnico_sin_IVA,lista_cananea_sin_IVA,lista_mayoreo_menos_sin_IVA,lista_mayoreo_mas_sin_IVA,preciosPorListaCliente_json
2064,CUCHULLA HAMILTON *STRONG* COPLE CHICO,120.69,120.69,103.45,65.26,99.14,94.83,"{""regular"":120.69,""tecnico"":103.45,""cananea"":65.26,""mayoreo_menos"":99.14,""mayoreo_mas"":94.83}"
1825,DIAFRAGMA C/CDA DERECHO TAURUS,73.28,73.28,60.34,32.67,56.03,51.72,"{""regular"":73.28,""tecnico"":60.34,""cananea"":32.67,""mayoreo_menos"":56.03,""mayoreo_mas"":51.72}"
1809,DIAFRAGMA CHICO B&D,0.86,0.86,0.86,0.86,0.86,0.86,"{""regular"":0.86,""tecnico"":0.86,""cananea"":0.86,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
1814,DIAFRAGMA CUISINART,73.28,73.28,64.66,39.84,60.34,56.03,"{""regular"":73.28,""tecnico"":64.66,""cananea"":39.84,""mayoreo_menos"":60.34,""mayoreo_mas"":56.03}"
1813,DIAFRAGMA DIGITAL B&D,60.34,60.34,56.03,32.59,51.72,47.41,"{""regular"":60.34,""tecnico"":56.03,""cananea"":32.59,""mayoreo_menos"":51.72,""mayoreo_mas"":47.41}"
1821,DIAFRAGMA EURO BLENDER PHILLIPS,56.03,56.03,47.41,28.34,43.1,38.79,"{""regular"":56.03,""tecnico"":47.41,""cananea"":28.34,""mayoreo_menos"":43.1,""mayoreo_mas"":38.79}"
1819,DIAFRAGMA FACICLIC,60.34,60.34,51.72,30.96,47.41,43.1,"{""regular"":60.34,""tecnico"":51.72,""cananea"":30.96,""mayoreo_menos"":47.41,""mayoreo_mas"":43.1}"
1810,DIAFRAGMA GRANDE B&D,51.72,51.72,43.1,26.89,38.79,38.79,"{""regular"":51.72,""tecnico"":43.1,""cananea"":26.89,""mayoreo_menos"":38.79,""mayoreo_mas"":38.79}"
1812,DIAFRAGMA HOME ANTIGUO B&D,68.97,68.97,60.34,32.59,56.03,51.72,"{""regular"":68.97,""tecnico"":60.34,""cananea"":32.59,""mayoreo_menos"":56.03,""mayoreo_mas"":51.72}"
1811,DIAFRAGMA HOME MODERNO B&D,51.72,51.72,43.1,28.28,38.79,38.79,"{""regular"":51.72,""tecnico"":43.1,""cananea"":28.28,""mayoreo_menos"":38.79,""mayoreo_mas"":38.79}"
1817,DIAFRAGMA HOMETECH,107.76,107.76,94.83,57.66,86.21,81.9,"{""regular"":107.76,""tecnico"":94.83,""cananea"":57.66,""mayoreo_menos"":86.21,""mayoreo_mas"":81.9}"
1822,DIAFRAGMA HR PHILLIPS,103.45,103.45,90.52,54.58,86.21,77.59,"{""regular"":103.45,""tecnico"":90.52,""cananea"":54.58,""mayoreo_menos"":86.21,""mayoreo_mas"":77.59}"
1826,DIAFRAGMA ISIS TAURUS,73.28,73.28,60.34,35.6,56.03,51.72,"{""regular"":73.28,""tecnico"":60.34,""cananea"":35.6,""mayoreo_menos"":56.03,""mayoreo_mas"":51.72}"
1818,DIAFRAGMA MITEK UNICO,77.59,77.59,68.97,39.91,64.66,60.34,"{""regular"":77.59,""tecnico"":68.97,""cananea"":39.91,""mayoreo_menos"":64.66,""mayoreo_mas"":60.34}"
1824,DIAFRAGMA MODERNO TX2001 PHILLIPS,73.28,73.28,60.34,35.6,56.03,51.72,"{""regular"":73.28,""tecnico"":60.34,""cananea"":35.6,""mayoreo_menos"":56.03,""mayoreo_mas"":51.72}"
1823,DIAFRAGMA TOOP ECONOMICO PHILLIPS,64.66,64.66,51.72,27.71,47.41,43.1,"{""regular"":64.66,""tecnico"":51.72,""cananea"":27.71,""mayoreo_menos"":47.41,""mayoreo_mas"":43.1}"
1820,DIAFRAGMA TURBOBLENDER,116.38,116.38,103.45,61.91,94.83,86.21,"{""regular"":116.38,""tecnico"":103.45,""cananea"":61.91,""mayoreo_menos"":94.83,""mayoreo_mas"":86.21}"
1816,DIAFRAGMA WAVE HAMILTON,107.76,107.76,94.83,56.21,86.21,81.9,"{""regular"":107.76,""tecnico"":94.83,""cananea"":56.21,""mayoreo_menos"":86.21,""mayoreo_mas"":81.9}"
1815,DIAFRAGMA WAVE STATION HAMILTON,116.38,116.38,103.45,61.91,94.83,86.21,"{""regular"":116.38,""tecnico"":103.45,""cananea"":61.91,""mayoreo_menos"":94.83,""mayoreo_mas"":86.21}"
1929,EMPAQUE PARA NB BLANCO,21.55,21.55,12.93,8.19,12.93,12.93,"{""regular"":21.55,""tecnico"":12.93,""cananea"":8.19,""mayoreo_menos"":12.93,""mayoreo_mas"":12.93}"
1928,EMPAQUE PARA NB GRIS,25.86,25.86,17.24,13.13,17.24,17.24,"{""regular"":25.86,""tecnico"":17.24,""cananea"":13.13,""mayoreo_menos"":17.24,""mayoreo_mas"":17.24}"
1939,INTERRUPTOR DE SEGURIDAD NB,51.72,51.72,43.1,25.34,38.79,34.48,"{""regular"":51.72,""tecnico"":43.1,""cananea"":25.34,""mayoreo_menos"":38.79,""mayoreo_mas"":34.48}"
1940,JUEGO DE CARBONES NB,25.86,25.86,21.55,6.34,17.24,12.93,"{""regular"":25.86,""tecnico"":21.55,""cananea"":6.34,""mayoreo_menos"":17.24,""mayoreo_mas"":12.93}"
1457,PORTA VASO 5 COST. SIRVE OSTER,51.72,51.72,38.79,17.31,34.48,30.17,"{""regular"":51.72,""tecnico"":38.79,""cananea"":17.31,""mayoreo_menos"":34.48,""mayoreo_mas"":30.17}"
2059,PORTAVASO DIGITAL GRANDE B&D,77.59,77.59,68.97,43.91,64.66,60.34,"{""regular"":77.59,""tecnico"":68.97,""cananea"":43.91,""mayoreo_menos"":64.66,""mayoreo_mas"":60.34}"
2058,PORTAVASO DIGITAL MEDIANO B&D,77.59,77.59,64.66,40.28,60.34,56.03,"{""regular"":77.59,""tecnico"":64.66,""cananea"":40.28,""mayoreo_menos"":60.34,""mayoreo_mas"":56.03}"
2057,PORTAVASO ENT. GRANDE CRUSH MASTER,51.72,51.72,38.79,19.91,34.48,30.17,"{""regular"":51.72,""tecnico"":38.79,""cananea"":19.91,""mayoreo_menos"":34.48,""mayoreo_mas"":30.17}"
2159,TAPA CUADRADA CON TAPON PARA LICUADORA OSTER,77.59,77.59,60.34,18.1,51.72,43.1,"{""regular"":77.59,""tecnico"":60.34,""cananea"":18.1,""mayoreo_menos"":51.72,""mayoreo_mas"":43.1}"
1849,TAPA VASO LICUADORA OSTER CUADRADA,86.21,86.21,68.97,16.94,60.34,56.03,"{""regular"":86.21,""tecnico"":68.97,""cananea"":16.94,""mayoreo_menos"":60.34,""mayoreo_mas"":56.03}"
1921,TAPA VASO LICUADORA OSTER REDONDA,51.72,51.72,43.1,25.86,38.79,30.17,"{""regular"":51.72,""tecnico"":43.1,""cananea"":25.86,""mayoreo_menos"":38.79,""mayoreo_mas"":30.17}"
2063,VASO ARMADO IRROMPIBLE TIPO HAMILTON,189.66,189.66,155.17,91.47,142.24,129.31,"{""regular"":189.66,""tecnico"":155.17,""cananea"":91.47,""mayoreo_menos"":142.24,""mayoreo_mas"":129.31}"
2056,VASO B&D ALTO ENTRADA GRANDE,129.31,129.31,103.45,36.21,86.21,68.97,"{""regular"":129.31,""tecnico"":103.45,""cananea"":36.21,""mayoreo_menos"":86.21,""mayoreo_mas"":68.97}"
1848,VASO COMPLETO CON TAPA CUADRADA VITAMIX,775.86,775.86,715.52,482.43,663.79,620.69,"{""regular"":775.86,""tecnico"":715.52,""cananea"":482.43,""mayoreo_menos"":663.79,""mayoreo_mas"":620.69}"
1416,VASO DE VIDRIO CUADRADO OSTER,163.79,163.79,129.31,66.44,112.07,103.45,"{""regular"":163.79,""tecnico"":129.31,""cananea"":66.44,""mayoreo_menos"":112.07,""mayoreo_mas"":103.45}"
1466,VASO PARED DELGADA PLASTICO SIRVE OSTER,155.17,155.17,112.07,25.47,0,0,"{""regular"":155.17,""tecnico"":112.07,""cananea"":25.47,""mayoreo_menos"":0,""mayoreo_mas"":0}"
2062,VASO REDONDO IRROMPIBLE HAMILTON,112.07,112.07,86.21,45.09,77.59,68.97,"{""regular"":112.07,""tecnico"":86.21,""cananea"":45.09,""mayoreo_menos"":77.59,""mayoreo_mas"":68.97}"
2068,VASO STAR DE MARKROLON,81.9,81.9,68.97,42.09,64.66,60.34,"{""regular"":81.9,""tecnico"":68.97,""cananea"":42.09,""mayoreo_menos"":64.66,""mayoreo_mas"":60.34}"
2120,EMPAQUE 17 A 20 LTS EKOE,129.31,129.31,112.07,67.5,103.45,94.83,"{""regular"":129.31,""tecnico"":112.07,""cananea"":67.5,""mayoreo_menos"":103.45,""mayoreo_mas"":94.83}"
2110,EMPAQUE 4 LTS CON FUSIBLE Y PERNO PRESTO,86.21,86.21,68.97,34.48,60.34,51.72,"{""regular"":86.21,""tecnico"":68.97,""cananea"":34.48,""mayoreo_menos"":60.34,""mayoreo_mas"":51.72}"
2111,EMPAQUE 6 LTS CON FUSIBLE Y PERNO PRESTO,86.21,86.21,68.97,34.48,60.34,51.72,"{""regular"":86.21,""tecnico"":68.97,""cananea"":34.48,""mayoreo_menos"":60.34,""mayoreo_mas"":51.72}"
2123,EMPAQUE DE OLLA 12LT. PRESTO,56.03,56.03,47.41,33.05,43.1,38.79,"{""regular"":56.03,""tecnico"":47.41,""cananea"":33.05,""mayoreo_menos"":43.1,""mayoreo_mas"":38.79}"
2122,EMPAQUE DE OLLA AMERICANA 6L.,73.28,73.28,60.34,37.12,56.03,51.72,"{""regular"":73.28,""tecnico"":60.34,""cananea"":37.12,""mayoreo_menos"":56.03,""mayoreo_mas"":51.72}"
2124,EMPAQUE PARA OLLA 4LTS,43.1,43.1,34.48,21.12,30.17,25.86,"{""regular"":43.1,""tecnico"":34.48,""cananea"":21.12,""mayoreo_menos"":30.17,""mayoreo_mas"":25.86}"
2116,EMPAQUE PARA OLLA EKCO 4LTS,137.93,137.93,129.31,79.74,120.69,112.07,"{""regular"":137.93,""tecnico"":129.31,""cananea"":79.74,""mayoreo_menos"":120.69,""mayoreo_mas"":112.07}"
2117,EMPAQUE PARA OLLAS EKCO 5LTS,86.21,86.21,73.28,38.1,64.66,56.03,"{""regular"":86.21,""tecnico"":73.28,""cananea"":38.1,""mayoreo_menos"":64.66,""mayoreo_mas"":56.03}"
2115,EMPAQUE SILICON NO.28 T-FAL/MAGEFE,137.93,137.93,129.31,79.74,120.69,112.07,"{""regular"":137.93,""tecnico"":129.31,""cananea"":79.74,""mayoreo_menos"":120.69,""mayoreo_mas"":112.07}"
2119,INDICADOR DE PRESION EKCO CUISINE,112.07,112.07,99.14,58.97,90.52,81.9,"{""regular"":112.07,""tecnico"":99.14,""cananea"":58.97,""mayoreo_menos"":90.52,""mayoreo_mas"":81.9}"
2118,INDICADOR DE PRESION EKCO MODERNO,94.83,94.83,81.9,49.83,77.59,68.97,"{""regular"":94.83,""tecnico"":81.9,""cananea"":49.83,""mayoreo_menos"":77.59,""mayoreo_mas"":68.97}"
1919,ABANICO DIFUSOR LG ORG EAU64824401,0.86,0.86,0.86,0.86,0.86,0.86,"{""regular"":0.86,""tecnico"":0.86,""cananea"":0.86,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
526,ACEITE BOMBA VACIO 500 ML,112.07,112.07,99.14,60.75,94.83,86.21,"{""regular"":112.07,""tecnico"":99.14,""cananea"":60.75,""mayoreo_menos"":94.83,""mayoreo_mas"":86.21}"
1397,ACEITE PARA COMPRESOR REF. GAS 134/404/410 240ML,103.45,103.45,103.45,58.23,94.83,0,"{""regular"":103.45,""tecnico"":103.45,""cananea"":58.23,""mayoreo_menos"":94.83,""mayoreo_mas"":0}"
265,ADAPTADOR FLEXIBLE P/JERINGA,0,0,0,71.54,0,0,"{""regular"":0,""tecnico"":0,""cananea"":71.54,""mayoreo_menos"":0,""mayoreo_mas"":0}"
788,AISLAMIENTO FLEXIBLE ARMAFLEX P/TUBERIA 1 1/8,73.28,73.28,27.59,64.6,0,0,"{""regular"":73.28,""tecnico"":27.59,""cananea"":64.6,""mayoreo_menos"":0,""mayoreo_mas"":0}"
299,AISLAMIENTO FLEXIBLE ARMAFLEX P/TUBERIA 5/8,54.31,54.31,44.83,26,43.1,0,"{""regular"":54.31,""tecnico"":44.83,""cananea"":26,""mayoreo_menos"":43.1,""mayoreo_mas"":0}"
295,AISLAMIENTO FLEXIBLE ARMAFLEX P/TUBERIA 7/8,60.34,60.34,47.41,60.34,0,0,"{""regular"":60.34,""tecnico"":47.41,""cananea"":60.34,""mayoreo_menos"":0,""mayoreo_mas"":0}"
921,AISLAMIENTO FLEXIBLE ARMAFLEZ P/TUBO 3/8,560.34,560.34,43.1,0,34.48,0,"{""regular"":560.34,""tecnico"":43.1,""cananea"":0,""mayoreo_menos"":34.48,""mayoreo_mas"":0}"
1116,ARNES COMPRESOR INVERTER SAMSUNG ORG.,301.72,301.72,258.62,167.46,245.69,232.76,"{""regular"":301.72,""tecnico"":258.62,""cananea"":167.46,""mayoreo_menos"":245.69,""mayoreo_mas"":232.76}"
503,ARRANCADOR 3N1 DE 1/12 A 1/5 HP,172.41,172.41,159.48,13.76,146.55,118.84,"{""regular"":172.41,""tecnico"":159.48,""cananea"":13.76,""mayoreo_menos"":146.55,""mayoreo_mas"":118.84}"
521,ASPA 5 HOJAS MOTOR EVAP REF.,228.45,228.45,25.86,0,0,0,"{""regular"":228.45,""tecnico"":25.86,""cananea"":0,""mayoreo_menos"":0,""mayoreo_mas"":0}"
860,ASPA ALUMINIO 8 CCW,60.34,60.34,43.1,13.88,0,0,"{""regular"":60.34,""tecnico"":43.1,""cananea"":13.88,""mayoreo_menos"":0,""mayoreo_mas"":0}"
1862,ASPA ALUMINIO 8 CW,68.97,68.97,51.72,28.34,43.1,38.79,"{""regular"":68.97,""tecnico"":51.72,""cananea"":28.34,""mayoreo_menos"":43.1,""mayoreo_mas"":38.79}"
403,ASPA DE ALUMINIO 10 CW,77.59,77.59,56.03,33.49,51.72,47.41,"{""regular"":77.59,""tecnico"":56.03,""cananea"":33.49,""mayoreo_menos"":51.72,""mayoreo_mas"":47.41}"
1080,ASPA GRANDE SIRVE LG SAMSUNG,129.31,129.31,77.59,64.66,0,0,"{""regular"":129.31,""tecnico"":77.59,""cananea"":64.66,""mayoreo_menos"":0,""mayoreo_mas"":0}"
2002,BASE PARA MINISPLIT DE 1 TON,77.59,77.59,51.72,30.87,51.72,51.72,"{""regular"":77.59,""tecnico"":51.72,""cananea"":30.87,""mayoreo_menos"":51.72,""mayoreo_mas"":51.72}"
204,BIMETAL 60-32 MB,60.34,60.34,47.41,19.95,43.1,0,"{""regular"":60.34,""tecnico"":47.41,""cananea"":19.95,""mayoreo_menos"":43.1,""mayoreo_mas"":0}"
214,BIMETAL P/REF LG 6615JB2005U,103.45,103.45,68.97,30.86,60.34,51.72,"{""regular"":103.45,""tecnico"":68.97,""cananea"":30.86,""mayoreo_menos"":60.34,""mayoreo_mas"":51.72}"
618,BIMETAL PARA ELEC. DAEWOO CAFE,86.21,86.21,77.59,29.4,39.48,32.54,"{""regular"":86.21,""tecnico"":77.59,""cananea"":29.4,""mayoreo_menos"":39.48,""mayoreo_mas"":32.54}"
1962,BOMBA DE AGUA 70PSI DIAFRAGMA PORTATIL 3.5LT/MIN 12V 2A 36W,344.83,344.83,301.72,124,284.48,258.62,"{""regular"":344.83,""tecnico"":301.72,""cananea"":124,""mayoreo_menos"":284.48,""mayoreo_mas"":258.62}"
2188661,CAJA PARA VERDURAS REF. WH. 2188661,1.72,1.72,1.72,0.86,0.86,0.86,"{""regular"":1.72,""tecnico"":1.72,""cananea"":0.86,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
2092,CAPACITOR DE TRABAJO DUAL 50+6UF 440V,198.28,198.28,155.17,64.17,133.62,103.45,"{""regular"":198.28,""tecnico"":155.17,""cananea"":64.17,""mayoreo_menos"":133.62,""mayoreo_mas"":103.45}"
2091,CAPACITOR DE TRABAJO REDONDO 8UF 370V,51.72,51.72,38.79,18.54,34.48,30.17,"{""regular"":51.72,""tecnico"":38.79,""cananea"":18.54,""mayoreo_menos"":34.48,""mayoreo_mas"":30.17}"
500,COLILLA UNION COBRE ALUMINIO,77.59,77.59,64.66,27.72,60.34,51.72,"{""regular"":77.59,""tecnico"":64.66,""cananea"":27.72,""mayoreo_menos"":60.34,""mayoreo_mas"":51.72}"
1726,COMPRESOR 1/2 R290 HDQ_QD110UHW,3.45,3.45,2.59,1.72,2.59,2.59,"{""regular"":3.45,""tecnico"":2.59,""cananea"":1.72,""mayoreo_menos"":2.59,""mayoreo_mas"":2.59}"
1918,COMPRESOR 1/3 R290 HDL_QD75UHW,3.45,3.45,2.59,1.72,2.59,2.59,"{""regular"":3.45,""tecnico"":2.59,""cananea"":1.72,""mayoreo_menos"":2.59,""mayoreo_mas"":2.59}"
2259,COMPRESOR 1/4 R290 QD65UHW,2.59,2.59,2.59,0.86,1.72,1.72,"{""regular"":2.59,""tecnico"":2.59,""cananea"":0.86,""mayoreo_menos"":1.72,""mayoreo_mas"":1.72}"
1947,COMPRESOR 1/5 JIAXIPERA TB1114HY R600,0.86,0.86,0.86,810.13,0.86,0.86,"{""regular"":0.86,""tecnico"":0.86,""cananea"":810.13,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
1745,COMPRESOR DANFOS SECOP NIDEC 3/4 HP 134A 115V SC18G,1.72,1.72,1.72,0,0,0,"{""regular"":1.72,""tecnico"":1.72,""cananea"":0,""mayoreo_menos"":0,""mayoreo_mas"":0}"
2105,COMPRESOR DENEK 1/4 R134 ADW66T6,1.72,1.72,0,0,0,0,"{""regular"":1.72,""tecnico"":0,""cananea"":0,""mayoreo_menos"":0,""mayoreo_mas"":0}"
1349,COMPRESOR EMBRACO 1/5HP EM3U50HLP R134,1.72,1.72,0.86,0.86,0.86,0.86,"{""regular"":1.72,""tecnico"":0.86,""cananea"":0.86,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
2162,COMPRESOR EMBRACO EMD55CLT R600 110V,2.59,2.59,1.72,0.86,1.72,1.72,"{""regular"":2.59,""tecnico"":1.72,""cananea"":0.86,""mayoreo_menos"":1.72,""mayoreo_mas"":1.72}"
2012,COMPRESOR LG ORG. INVERTER 220V BMG089NHMV,2.59,2.59,2.59,0.86,2.59,1.72,"{""regular"":2.59,""tecnico"":2.59,""cananea"":0.86,""mayoreo_menos"":2.59,""mayoreo_mas"":1.72}"
1439,COMPRESOR REF LG INVERTER ORIGINAL 220V R600,2.59,2.59,2.59,1.72,1.72,1.72,"{""regular"":2.59,""tecnico"":2.59,""cananea"":1.72,""mayoreo_menos"":1.72,""mayoreo_mas"":1.72}"
2277,COMPRESOR SAMSUNG INVERTER NF54M5151ARTT3 R600,5.17,5.17,4.31,2.59,4.31,3.45,"{""regular"":5.17,""tecnico"":4.31,""cananea"":2.59,""mayoreo_menos"":4.31,""mayoreo_mas"":3.45}"
2046,COMPRESOR SAMSUNG INVERTER NF54M7151ANTT3 R600,4.31,4.31,3.45,2.59,3.45,3.45,"{""regular"":4.31,""tecnico"":3.45,""cananea"":2.59,""mayoreo_menos"":3.45,""mayoreo_mas"":3.45}"
2137,COMPRESOR SAMSUNG INVERTER NN34J9902APTT3 R600,3.45,3.45,2.59,860,2.59,2.59,"{""regular"":3.45,""tecnico"":2.59,""cananea"":860,""mayoreo_menos"":2.59,""mayoreo_mas"":2.59}"
1440,COMPRESOR SIKELAN 1/2 HP R134 PESADO GQR14TD,1.72,1.72,1.72,0.86,1.72,1.72,"{""regular"":1.72,""tecnico"":1.72,""cananea"":0.86,""mayoreo_menos"":1.72,""mayoreo_mas"":1.72}"
2260,COMPRESOR SIKELAN 1/2 HP R404 110V GQR80KD,3.45,3.45,2.59,1.72,2.59,2.59,"{""regular"":3.45,""tecnico"":2.59,""cananea"":1.72,""mayoreo_menos"":2.59,""mayoreo_mas"":2.59}"
2300,COMPRESOR SIKELAN 1/2HP GQR70KD R404 110V,2.59,2.59,2.59,1.72,1.72,1.72,"{""regular"":2.59,""tecnico"":2.59,""cananea"":1.72,""mayoreo_menos"":1.72,""mayoreo_mas"":1.72}"
2348,COMPRESOR SIKELAN 1/3 LIVIANO QD153Y11G R600 110V,1.72,1.72,0.86,0,0,0,"{""regular"":1.72,""tecnico"":0.86,""cananea"":0,""mayoreo_menos"":0,""mayoreo_mas"":0}"
188,COMPRESOR SIKELAN 1/3 R134 ADW86T6,1.72,1.72,1.72,0.86,0.86,0.86,"{""regular"":1.72,""tecnico"":1.72,""cananea"":0.86,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
2164,COMPRESOR SIKELAN 1/3 R404 110V GQR55KD,1.72,1.72,1.72,0.86,1.72,0.86,"{""regular"":1.72,""tecnico"":1.72,""cananea"":0.86,""mayoreo_menos"":1.72,""mayoreo_mas"":0.86}"
187,COMPRESOR SIKELAN 1/4 R134 ADW66T6,0.86,0.86,0.86,840.7,0.86,0.86,"{""regular"":0.86,""tecnico"":0.86,""cananea"":840.7,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
2163,COMPRESOR SIKELAN 1/4 R404 110V GQR45KD,1.72,1.72,1.72,0.86,0.86,0.86,"{""regular"":1.72,""tecnico"":1.72,""cananea"":0.86,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
2103,COMPRESOR SIKELAN 1/4HP 120V R600 QD142Y11G,1.72,1.72,0.86,0.86,0.86,0.86,"{""regular"":1.72,""tecnico"":0.86,""cananea"":0.86,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
181,COMPRESOR SIKELAN 1/5 LIV. 110V ADW51T6,0.86,0.86,0.86,859.96,0.86,0.86,"{""regular"":0.86,""tecnico"":0.86,""cananea"":859.96,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
2104,COMPRESOR SIKELAN 1/5HP 120V R600 QD128Y11G,1.72,1.72,0.86,0.86,0.86,0.86,"{""regular"":1.72,""tecnico"":0.86,""cananea"":0.86,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
182,COMPRESOR SIKELAN 1/6 110V ADW43T6,0.86,0.86,0.86,0.86,0.86,0.86,"{""regular"":0.86,""tecnico"":0.86,""cananea"":0.86,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
2301,COMPRESOR SIKELAN 1/6 R600 110V QD110Y11G,0.86,0.86,0.86,861.01,0.86,0.86,"{""regular"":0.86,""tecnico"":0.86,""cananea"":861.01,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
1979,COMPRESOR SIKELAN 1/9 QD35H11G 134A,0.86,0.86,0.86,768.61,0.86,0.86,"{""regular"":0.86,""tecnico"":0.86,""cananea"":768.61,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
2347,COMPRESOR SIKELAN 3/4 PESADO GQR12KD R404 110V,2.59,2.59,2.59,1.72,2.59,1.72,"{""regular"":2.59,""tecnico"":2.59,""cananea"":1.72,""mayoreo_menos"":2.59,""mayoreo_mas"":1.72}"
1346,COMPRESOR SIKELAND 1/8 HP,819.08,819.08,0.86,790,0.86,0.86,"{""regular"":819.08,""tecnico"":0.86,""cananea"":790,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
1194,COMPRESOR SIKELN 1/4HP PESADO,1.72,1.72,1.72,0,1.72,0,"{""regular"":1.72,""tecnico"":1.72,""cananea"":0,""mayoreo_menos"":1.72,""mayoreo_mas"":0}"
1830,CONDENSADOR MABE PLANO CHICO ORG.,633.62,633.62,206.9,181.03,172.41,159.48,"{""regular"":633.62,""tecnico"":206.9,""cananea"":181.03,""mayoreo_menos"":172.41,""mayoreo_mas"":159.48}"
1762,CONTROL DAMPER DE AIRE REF MABE ORG 197D2649P004 WR60X10239,750,750,573.28,282,431.03,375,"{""regular"":750,""tecnico"":573.28,""cananea"":282,""mayoreo_menos"":431.03,""mayoreo_mas"":375}"
2024,CONTROL DAMPER TEMP. LG 4901JK1001B ORG.,422.41,422.41,370.69,222.08,344.83,318.97,"{""regular"":422.41,""tecnico"":370.69,""cananea"":222.08,""mayoreo_menos"":344.83,""mayoreo_mas"":318.97}"
2084,CONTROL DAMPER TEMP. WH ORG. W10594329,603.45,603.45,543.1,304.51,456.9,456.9,"{""regular"":603.45,""tecnico"":543.1,""cananea"":304.51,""mayoreo_menos"":456.9,""mayoreo_mas"":456.9}"
23,CONTROL DE TEMPERATURA WH ACROS ORG.,232.76,232.76,189.66,0,0,0,"{""regular"":232.76,""tecnico"":189.66,""cananea"":0,""mayoreo_menos"":0,""mayoreo_mas"":0}"
891,CONTROL TEMP. C/BULBO DAEWOO,181.03,181.03,146.55,73.51,0,0,"{""regular"":181.03,""tecnico"":146.55,""cananea"":73.51,""mayoreo_menos"":0,""mayoreo_mas"":0}"
207,CONTROL TEMP. DOMESTICO BLANCO,86.21,86.21,73.28,49.8,0,0,"{""regular"":86.21,""tecnico"":73.28,""cananea"":49.8,""mayoreo_menos"":0,""mayoreo_mas"":0}"
142,CONTROL TEMP. ENFRIADOR VERDE 1127 CC,129.31,129.31,86.21,44.11,86.21,77.59,"{""regular"":129.31,""tecnico"":86.21,""cananea"":44.11,""mayoreo_menos"":86.21,""mayoreo_mas"":77.59}"
255,CORTA TUBO 1/8 A 1 1/8,215.52,215.52,170.69,93.46,0,0,"{""regular"":215.52,""tecnico"":170.69,""cananea"":93.46,""mayoreo_menos"":0,""mayoreo_mas"":0}"
254,CORTA TUBO MINI 1/8 A 5/8,56.03,56.03,51.72,46.28,0,0,"{""regular"":56.03,""tecnico"":51.72,""cananea"":46.28,""mayoreo_menos"":0,""mayoreo_mas"":0}"
1711,DAMPER MBGE WR01F01713 / 200D1535P002,491.38,491.38,400.86,431.03,375,1.72,"{""regular"":491.38,""tecnico"":400.86,""cananea"":431.03,""mayoreo_menos"":375,""mayoreo_mas"":1.72}"
1896,DESLIZADOR TAMBOR SEC. AMANA GEN. 37001298,81.9,81.9,73.28,49.72,64.66,60.34,"{""regular"":81.9,""tecnico"":73.28,""cananea"":49.72,""mayoreo_menos"":64.66,""mayoreo_mas"":60.34}"
88,DETECTOR DE FUGAS FLOURESCENTE P/AC 7.5ML.,60.34,60.34,38.79,0,0,0,"{""regular"":60.34,""tecnico"":38.79,""cananea"":0,""mayoreo_menos"":0,""mayoreo_mas"":0}"
1802,DETECTOR DE FUGAS INTERNO PARA SISTEMAS AA/R,422.41,422.41,370.69,224.27,344.83,327.59,"{""regular"":422.41,""tecnico"":370.69,""cananea"":224.27,""mayoreo_menos"":344.83,""mayoreo_mas"":327.59}"
1550,ELECTROVALVULA REF. LG ORG. AJU75632504,0.86,0.86,0.86,0.86,0.86,0.86,"{""regular"":0.86,""tecnico"":0.86,""cananea"":0.86,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
1446,ELECTROVALVULA SM ORG 12V PARA REFRIGERADOR DA62-04242A,336.21,336.21,280.17,0,262.93,245.69,"{""regular"":336.21,""tecnico"":280.17,""cananea"":0,""mayoreo_menos"":262.93,""mayoreo_mas"":245.69}"
1620,EMPAQUE PUERTA GRIS ELECTROLUX 216522370,0.86,0.86,0.86,0,0,0,"{""regular"":0.86,""tecnico"":0.86,""cananea"":0,""mayoreo_menos"":0,""mayoreo_mas"":0}"
1035,EMPAQUE PUERTA REF ELEC. WW. ORG.,0.86,0.86,0.86,0,0.86,0,"{""regular"":0.86,""tecnico"":0.86,""cananea"":0,""mayoreo_menos"":0.86,""mayoreo_mas"":0}"
