SKU,Nombre,Existencia,Categoria,Archivo_origen,precioVenta_sin_IVA,lista_regular_sin_IVA,lista_tecnico_sin_IVA,lista_cananea_sin_IVA,lista_mayoreo_menos_sin_IVA,lista_mayoreo_mas_sin_IVA,preciosPorListaCliente_json 
85,SELLO POSTE LEA,0,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
8528278,DISPENSADOR AGITADOR WH. 8528278,1,LAVADORAS,LAVADORAS.xlsx,431.03,431.03,362.07,163.79,362.07,362.07,"{""regular"":431.03,""tecnico"":362.07,""cananea"":163.79,""mayoreo_menos"":362.07,""mayoreo_mas"":362.07}"
853244008628,MULTIMETRO DIGITAL MIRAGE,1,LAVADORAS,LAVADORAS.xlsx,853.45,853.45,0.86,0.0,0.86,0.0,"{""regular"":853.45,""tecnico"":0.86,""cananea"":0.0,""mayoreo_menos"":0.86,""mayoreo_mas"":0.0}"
8537434,KIT PERROS AGITADOR ALTO ORG. 8537434,0,LAVADORAS,LAVADORAS.xlsx,495.69,495.69,461.21,0.0,0.0,0.0,"{""regular"":495.69,""tecnico"":461.21,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
8546462,BUJE CON CEJA WH ORG,34,LAVADORAS,LAVADORAS.xlsx,77.59,77.59,60.34,33.9,56.03,36.91,"{""regular"":77.59,""tecnico"":60.34,""cananea"":33.9,""mayoreo_menos"":56.03,""mayoreo_mas"":36.91}"
8546685,TIMER LAVADORA WH ORG. 8546685,0,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
856,ELECTROVALVULA 1ENTR. 3 SAL. MB AMZ,0,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
8577376,SELLO TRANS. CONICO REFORZADO,58,LAVADORAS,LAVADORAS.xlsx,73.28,73.28,60.34,27.76,56.03,34.4,"{""regular"":73.28,""tecnico"":60.34,""cananea"":27.76,""mayoreo_menos"":56.03,""mayoreo_mas"":34.4}"
859,SELLO TINA WH DIG. CON BUJE ORG.,29,LAVADORAS,LAVADORAS.xlsx,172.41,172.41,137.93,66.44,125.0,112.07,"{""regular"":172.41,""tecnico"":137.93,""cananea"":66.44,""mayoreo_menos"":125.0,""mayoreo_mas"":112.07}"
868,ZAPATA FRENO MB OLIM,35,LAVADORAS,LAVADORAS.xlsx,73.28,73.28,60.34,23.62,51.72,43.1,"{""regular"":73.28,""tecnico"":60.34,""cananea"":23.62,""mayoreo_menos"":51.72,""mayoreo_mas"":43.1}"
869,POLEA MOTOR DIGITAL WH GEN.,42,LAVADORAS,LAVADORAS.xlsx,86.21,86.21,77.59,0.0,0.0,0.0,"{""regular"":86.21,""tecnico"":77.59,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
87,SELLO TRANSMISION WW,34,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
871,POSTE ENSAMBLE SOLO WH ACOP. GEN,12,LAVADORAS,LAVADORAS.xlsx,517.24,517.24,341.84,312.91,0.0,0.0,"{""regular"":517.24,""tecnico"":341.84,""cananea"":312.91,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
873,ENGRANE TIPO HELIX TRANS. MAYTAG,24,LAVADORAS,LAVADORAS.xlsx,43.1,43.1,43.1,28.35,0.0,0.0,"{""regular"":43.1,""tecnico"":43.1,""cananea"":28.35,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
878,AGITADOR WH MODERNO 3951744,7,LAVADORAS,LAVADORAS.xlsx,801.72,801.72,732.76,0.86,0.86,0.86,"{""regular"":801.72,""tecnico"":732.76,""cananea"":0.86,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
879,PATA NIVELADORA MABE PLASTICA,4,LAVADORAS,LAVADORAS.xlsx,25.86,25.86,12.93,0.0,0.0,0.0,"{""regular"":25.86,""tecnico"":12.93,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
880,MOTOR BOMBA PARA WW 80W,-10,LAVADORAS,LAVADORAS.xlsx,603.45,603.45,517.24,339.16,491.38,456.9,"{""regular"":603.45,""tecnico"":517.24,""cananea"":339.16,""mayoreo_menos"":491.38,""mayoreo_mas"":456.9}"
881,TRANSMISION 11 DIENTES C/POLEA SIRVE MABE,0,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
883049066905,PASTILLA LIMP. SARRO AFRESH 3 PZS,0,LAVADORAS,LAVADORAS.xlsx,301.72,301.72,258.62,157.53,241.38,224.14,"{""regular"":301.72,""tecnico"":258.62,""cananea"":157.53,""mayoreo_menos"":241.38,""mayoreo_mas"":224.14}"
883049283234,PASTILLA AFFRESH CAJA 5PZAS,18,LAVADORAS,LAVADORAS.xlsx,344.83,344.83,344.83,274.52,344.83,340.52,"{""regular"":344.83,""tecnico"":344.83,""cananea"":274.52,""mayoreo_menos"":344.83,""mayoreo_mas"":340.52}"
883049499772,BANDA MAYTAG ORG W40111201 118CM,3,LAVADORAS,LAVADORAS.xlsx,241.38,241.38,215.52,185.34,202.59,202.59,"{""regular"":241.38,""tecnico"":215.52,""cananea"":185.34,""mayoreo_menos"":202.59,""mayoreo_mas"":202.59}"
883049506296,PINTURA ALMENDRA WH ORG. 72107,0,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
883049510842,SELLO INF. LABIO WH ORG.,5,LAVADORAS,LAVADORAS.xlsx,241.38,241.38,198.28,126.33,189.66,142.87,"{""regular"":241.38,""tecnico"":198.28,""cananea"":126.33,""mayoreo_menos"":189.66,""mayoreo_mas"":142.87}"
883049555751,BUJES Y SELLOS MY ANTIGUA,-1,LAVADORAS,LAVADORAS.xlsx,775.86,775.86,0.86,0.0,0.0,0.0,"{""regular"":775.86,""tecnico"":0.86,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
883049597041,BASE CANASTA Y ENGRANE WH ORG. W10820039,0,LAVADORAS,LAVADORAS.xlsx,422.41,422.41,387.93,255.09,387.93,366.38,"{""regular"":422.41,""tecnico"":387.93,""cananea"":255.09,""mayoreo_menos"":387.93,""mayoreo_mas"":366.38}"
883049626802,PERILLA TIMER WH ORG.,-4,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
890,ACTUADOR MBK GRIS 277B2263G001,7,LAVADORAS,LAVADORAS.xlsx,775.86,775.86,681.03,412.59,637.93,594.83,"{""regular"":775.86,""tecnico"":681.03,""cananea"":412.59,""mayoreo_menos"":637.93,""mayoreo_mas"":594.83}"
892,BUJE LARGO P/POSTE WH ACOP.,251,LAVADORAS,LAVADORAS.xlsx,25.86,25.86,25.86,11.33,0.0,0.0,"{""regular"":25.86,""tecnico"":25.86,""cananea"":11.33,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
894,LLAVE TUERCA TINA WHIRLPOOL,9,LAVADORAS,LAVADORAS.xlsx,155.17,155.17,155.17,76.48,0.0,0.0,"{""regular"":155.17,""tecnico"":155.17,""cananea"":76.48,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
896,TORNILLO AGITADOR WH GEN,45,LAVADORAS,LAVADORAS.xlsx,38.79,38.79,30.17,13.18,21.55,13.33,"{""regular"":38.79,""tecnico"":30.17,""cananea"":13.18,""mayoreo_menos"":21.55,""mayoreo_mas"":13.33}"
897,TRANSMISION FLECHA CORTA WH DIGITAL SIN BASE,9,LAVADORAS,LAVADORAS.xlsx,818.97,818.97,775.86,449.41,715.52,480.86,"{""regular"":818.97,""tecnico"":775.86,""cananea"":449.41,""mayoreo_menos"":715.52,""mayoreo_mas"":480.86}"
899,PORTA PERROS PLANO WH DIG GEN 285809,-5,LAVADORAS,LAVADORAS.xlsx,120.69,120.69,99.14,57.28,90.52,81.9,"{""regular"":120.69,""tecnico"":99.14,""cananea"":57.28,""mayoreo_menos"":90.52,""mayoreo_mas"":81.9}"
906,RESORTE TRASERO WH GEN.,-33,LAVADORAS,LAVADORAS.xlsx,43.1,43.1,38.79,0.0,34.48,25.0,"{""regular"":43.1,""tecnico"":38.79,""cananea"":0.0,""mayoreo_menos"":34.48,""mayoreo_mas"":25.0}"
917,BLOCK WW GEN AGIT.,10,LAVADORAS,LAVADORAS.xlsx,129.31,129.31,112.07,66.81,103.45,94.83,"{""regular"":129.31,""tecnico"":112.07,""cananea"":66.81,""mayoreo_menos"":103.45,""mayoreo_mas"":94.83}"
91938,SELLO TRANS. WH ACOP. G O.,0,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
925,SELLO INFERIOR WW GEN. 5003161173,-3,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
930,BLOCA PUERTA CENTRO DE LAVADO ORG. MB 2253D1098P001,4,LAVADORAS,LAVADORAS.xlsx,474.14,474.14,413.79,194.89,383.62,357.76,"{""regular"":474.14,""tecnico"":413.79,""cananea"":194.89,""mayoreo_menos"":383.62,""mayoreo_mas"":357.76}"
947,POSTE Y FLECHA MABE KR ORG.,-3,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
952,CAJA TRANSMISION SOLA WH FLECHA LARGA,31,LAVADORAS,LAVADORAS.xlsx,107.76,107.76,94.83,80.0,86.21,0.0,"{""regular"":107.76,""tecnico"":94.83,""cananea"":80.0,""mayoreo_menos"":86.21,""mayoreo_mas"":0.0}"
962,BLOCAPUERTA WH DIG. W10744659/10238287 ORG,15,LAVADORAS,LAVADORAS.xlsx,853.45,853.45,818.97,321.14,775.86,0.86,"{""regular"":853.45,""tecnico"":818.97,""cananea"":321.14,""mayoreo_menos"":775.86,""mayoreo_mas"":0.86}"
963,BLOCAPUERTA WH DIG. W10744659/10238287 GEN,-1,LAVADORAS,LAVADORAS.xlsx,732.76,732.76,603.45,430.18,577.59,0.0,"{""regular"":732.76,""tecnico"":603.45,""cananea"":430.18,""mayoreo_menos"":577.59,""mayoreo_mas"":0.0}"
964,"SUSPENCION FRONT. 11/12KG MB GAB27""",0,LAVADORAS,LAVADORAS.xlsx,129.31,129.31,107.76,0.0,0.0,0.0,"{""regular"":129.31,""tecnico"":107.76,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
965,ELECTROVALVULA LG TRIPLE,20,LAVADORAS,LAVADORAS.xlsx,362.07,362.07,336.21,140.7,310.34,209.34,"{""regular"":362.07,""tecnico"":336.21,""cananea"":140.7,""mayoreo_menos"":310.34,""mayoreo_mas"":209.34}"
9691,TRANSMISION CON BASE MBAQ 19KG,0,LAVADORAS,LAVADORAS.xlsx,1.72,1.72,0.86,0.0,0.0,0.0,"{""regular"":1.72,""tecnico"":0.86,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
97,SELLO POSTE LMB EX,0,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
970,"VALVULA DE SERVICIO 5/8"" 3 VIAS",0,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
972,BOMBA BOCA GRANDE GEN WH,5,LAVADORAS,LAVADORAS.xlsx,336.21,336.21,297.41,178.62,275.86,258.62,"{""regular"":336.21,""tecnico"":297.41,""cananea"":178.62,""mayoreo_menos"":275.86,""mayoreo_mas"":258.62}"
979,SUSPENCION LAV. MABE G012 G003 WW01L00496,0,LAVADORAS,LAVADORAS.xlsx,831.9,831.9,155.17,0.0,120.69,112.07,"{""regular"":831.9,""tecnico"":155.17,""cananea"":0.0,""mayoreo_menos"":120.69,""mayoreo_mas"":112.07}"
980,KIT AGITADOR PORTA PERROS WH GEN. 285811,110,LAVADORAS,LAVADORAS.xlsx,129.31,129.31,103.45,30.47,86.21,73.28,"{""regular"":129.31,""tecnico"":103.45,""cananea"":30.47,""mayoreo_menos"":86.21,""mayoreo_mas"":73.28}"
981,SUSPENSION LAV SAMSUNG/DAEWOO DC97-16350 64CM,6,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
98142339,RESISTENCIA LAVASECADORA LG ORG. 5301ER1002D,0,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
985,SWITCH DE TEMP. WH ORG. 7 POSICIONES 8564136,0,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
987,MANGUERA UNIVERSAL CORTA GRIS,-5,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
A4298,SELLO POSTE LAV. MAYTAG ORG A4298,2,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
AGZ72909711,AGITADOR CROMADO LG KENMORE AGZ72909711,1,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
AJU75152601,ELECTROVALVULA LAV. LG 5 BOBINAS. AJU75152601 ORG.,-1,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
DC64-00519D-E,BLOCAPUERTA LAV. SAMSUNG DC64-00519D GEN,2,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
DC92-0149B,TARJETA LAV. SAMSUNG PERILLA DC92-0149B,-1,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
DC97-17004E,CRUCETA PARA LAVADORA SAMSUNG FRONTAL DC97-17004E,0,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
DC97-21487D,SENSOR HALL SAMSUNG DC97-21487D ORG.,6,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
DW1704,SWITCH DE TAPA LAVADORA DAEWOO ORIGINAL C/PALANCA,0,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
DW1707,SELENOIDE ACTUADOR NEGRO SAMSUNG DAEWOO ORG. DW1707,15,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
DW1715,SUSPENSION DAEWOO 61.5CM ORG. AZUL-BLANCO,0,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
EAU64283201,ACTUADOR SELENOIDE LG. ORG. EAU64283201,1,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
EBD48922821,SENSOR DE VIBRACION LG ORG. EBD48922821,0,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
EBF49827801,SWITCH PUERTA LG FRONTAL EBF49827801 ORG,0,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
EBF61674802,BLOCAPUERTA LAV. LG EBF61674802 ORG.,2,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
FOLAMB004,FONDO CANASTA AMAZ. 189D3533P001,-1,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
K-65859,ELECTROVALVULA AMARILLA WH ORG.,4,LAVADORAS,LAVADORAS.xlsx,163.79,163.79,142.24,183.3,129.31,125.0,"{""regular"":163.79,""tecnico"":142.24,""cananea"":183.3,""mayoreo_menos"":129.31,""mayoreo_mas"":125.0}"
LBFKEN642,BISAGRA PARA LAVADORA KENMORE WHIRLPOOL 8181642 | WP8181642,-1,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
MDS63916504,FUELLE LAV LG FRONTAL MDS63916504,-1,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
TRLAWH004,TRANSMICION CLUTCH LAV. WH,1,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
W10001130,PATA NIVELADORA TORNILLO WHO,-2,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
W10006355,ACTUADOR NEGRO 7 PIN WH. ORG C/ ADAPTADOR,2,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
W10006371,SELLO TINA WH DIG ORG.,2,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
W10006384,BANDA PLANA WH ORG 5 COSTILLAS W10006384,3,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
W10010044,SUSPENCION 60 CM WHO NEGRA,229,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
W10083200,ANILLO RETENSOR 1 1/8 WH CAND. BUJE BRON.,20,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
W10096921,MANGUERA DESAGUE SOLA WH ORG. W10096921,13,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
W10153867,BLOCAPUERTA WH ORG. DIG. W10153867,1,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
W10185786,TIMER LAV. WH. ORG. W10185786,0,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
W10219156,SELLO TINA JGO. MAYTAG MODERNO,0,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
W10239968,NARIZ ACTUADOR WH DIG,2,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
W10250667,RESORTE TRASERO WH ORG,15,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
W10251309,BOTON INICIO WH DIG ORG. GRIS,-1,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
W10253483,BLOCAPUERTA WHO W10253483,0,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
W10268911,PRESOSTATO LAV. WH. 4 NIVELES VASTAGO ROJO W10268911,0,LAVADORAS,LAVADORAS.xlsx,336.21,336.21,297.41,164.86,267.24,241.38,"{""regular"":336.21,""tecnico"":297.41,""cananea"":164.86,""mayoreo_menos"":267.24,""mayoreo_mas"":241.38}"
W10290499,FUELLE LAV. FRONTAL WH ORG. W10290499,0,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
W10324651,BLOCK TINA C/SUJETADOR Y TCA KIT DIGITAL W10324651,-1,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
W10337781,PRESOTATO WH W10337781,-1,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
W10339251,PRESOSTATO 4 NIVELES WHO W10339251,-1,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
W10349492,TURBINA WHO WPW10349492,0,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
W10358149,MANGUERA INTERNA DRENADO WH ORG. W10358149,-6,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
W10380698,PROPELA AGITADOR OASIS W10380698,1,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
W10435242,ELECTROVALVULA WH CUADRUPLE W10435242,-1,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
W10435302,FLECHA CUBIERTA WH CAB. OR.,-1,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
W10443885,BLOCAPUERTA LAV. WH. FRONTAL W10443885 ORG.,0,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
W10450389,TINA COMPLETA WH FRONTAL W10450389,0,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
W10465543,MOTOR BOMBA WH COMPLETA ORG,19,LAVADORAS,LAVADORAS.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,"{""regular"":0.0,""tecnico"":0.0,""cananea"":0.0,""mayoreo_menos"":0.0,""mayoreo_mas"":0.0}"
