sku,nombre,regular_con_IVA,tecnico_con_IVA,cananea_con_IVA,mayoreo_menos_con_IVA,mayoreo_mas_con_IVA,regular_sin_IVA,tecnico_sin_IVA,cananea_sin_IVA,mayoreo_menos_sin_IVA,mayoreo_mas_sin_IVA,nombre_normalizado
W10219156,SELLO TINA JGO. MAYTAG MODERNO,1800,1600,,1500,1400,1551.72,1379.31,,1293.1,1206.9,SELLO TINA JGO. MAYTAG MODERNO
100,SELLO TINA KIT MAYTAG,175,150,26.8,121.86,35.94,150.86,129.31,23.1,105.05,30.98,SELLO TINA KIT MAYTAG
2139,SELLO TINA LAV FRONTAL LG/SAMSUNG DC62-00156A,150,120,35.94,100,80,129.31,103.45,30.98,86.21,68.97,SELLO TINA LAV FRONTAL LG/SAMSUNG DC62-00156A
2296,SELLO TINA LAV FRONTAL SAMSUNG DC62-00223A GEN,190,145,13.64,120,90,163.79,125,11.76,103.45,77.59,SELLO TINA LAV FRONTAL SAMSUNG DC62-00223A GEN
5308950197,SELLO TINA LAVADORA WW COMPLETO ORIGINAL,900,860,,830,750,775.86,741.38,,715.52,646.55,SELLO TINA LAVADORA WW COMPLETO ORIGINAL
1443,SELLO TINA LG FRONTAL ORG 4036er2003a,290,240,,230,214.99,250,206.9,,198.28,185.34,SELLO TINA LG FRONTAL ORG 4036ER2003A
1855,SELLO TINA LG GRANDE,220,175,17.06,150,120,189.66,150.86,14.71,129.31,103.45,SELLO TINA LG GRANDE
787,SELLO TINA LG HOR. KENM. 4036ER2004A,130,90,25.44,80,69.99,112.07,77.59,21.93,68.97,60.34,SELLO TINA LG HOR. KENM. 4036ER2004A
1723,SELLO TINA MAYTAG KIT GOLDEN PARTS,295,260,157.61,245,225.01,254.31,224.14,135.87,211.21,193.97,SELLO TINA MAYTAG KIT GOLDEN PARTS
282,SELLO TINA MBAM DOBLE RESORTE,70,60,35.8,55,50,60.34,51.72,30.86,47.41,43.1,SELLO TINA MBAM DOBLE RESORTE
196,SELLO TINA MBAM MOD. KR,60,40,,0,0,51.72,34.48,,0,0,SELLO TINA MBAM MOD. KR
WW02F00547,SELLO TINA MBAM ORG.,110,90,42.2,85,80,94.83,77.59,36.38,73.28,68.97,SELLO TINA MBAM ORG.
216,SELLO TINA MBK,80,55,23.64,35.68,34.96,68.97,47.41,20.38,30.76,30.14,SELLO TINA MBK
8102115,SELLO TINA MBK OR,130,110,47.75,95,85,112.07,94.83,41.16,81.9,73.28,SELLO TINA MBK OR
326,SELLO TINA MBOL,60,50,10.73,40,35,51.72,43.1,9.25,34.48,30.17,SELLO TINA MBOL
1377,SELLO TINA MBOL ORG,100,80.01,26.69,69.99,60,86.21,68.97,23.01,60.34,51.72,SELLO TINA MBOL ORG
2282,SELLO TINA MY ANTIGUO GEN. 6-2095720,1200,990,282.58,920,850,1034.48,853.45,243.6,793.1,732.76,SELLO TINA MY ANTIGUO GEN. 6-2095720
2095720,SELLO TINA MY ANTIGUO ORG. 6-2095720 6-,1800,1600,594.38,1500,1400,1551.72,1379.31,512.4,1293.1,1206.9,SELLO TINA MY ANTIGUO ORG. 6-2095720 6-
327,SELLO TINA WH DIG 7MW,60,60,,0,0,51.72,51.72,,0,0,SELLO TINA WH DIG 7MW
279,SELLO TINA WH DIG INTER GEN,50,40,15.36,35,30,43.1,34.48,13.24,30.17,25.86,SELLO TINA WH DIG INTER GEN
W10006371,SELLO TINA WH DIG ORG.,170,120,48.12,110,100,146.55,103.45,41.48,94.83,86.21,SELLO TINA WH DIG ORG.
859,SELLO TINA WH DIG. CON BUJE ORG.,200,160,82.6,145,130,172.41,137.93,71.21,125,112.07,SELLO TINA WH DIG. CON BUJE ORG.
304,SELLO TINA WH DIGITAL GEN.,80,65,28.72,60,50,68.97,56.03,24.76,51.72,43.1,SELLO TINA WH DIGITAL GEN.
383727,SELLO TINA WHA,100,95,63,90,85,86.21,81.9,54.31,77.59,73.28,SELLO TINA WHA
640,SELLO TINA WHA GEN,50,45,21.09,40,35,43.1,38.79,18.18,34.48,30.17,SELLO TINA WHA GEN
195,SELLO TINA WHCAB,130,95,56.73,90,80,112.07,81.9,48.91,77.59,68.97,SELLO TINA WHCAB
137547700,SELLO TINA WW ELEC ENTRADA CHICA ORG,1550,1450,,0,0,1336.21,1250,,0,0,SELLO TINA WW ELEC ENTRADA CHICA ORG
829,SELLO TINA WW ELEC G,400,320,121.8,300,280,344.83,275.86,105,258.62,241.38,SELLO TINA WW ELEC G
5303279394,SELLO TINA WW ORG.,750,0,,0,0,646.55,0,,0,0,SELLO TINA WW ORG.
1808,SELLO TRANS WH 359449,100,60,22.04,50,35,86.21,51.72,19,43.1,30.17,SELLO TRANS WH 359449
8577376,SELLO TRANS. CONICO REFORZADO,110,64.99,32.2,42.72,39.9,94.83,56.03,27.76,36.83,34.4,SELLO TRANS. CONICO REFORZADO
91938,SELLO TRANS. WH ACOP. G O.,100,0,,0,0,86.21,0,,0,0,SELLO TRANS. WH ACOP. G O.
80,SELLO TRANS. WH GRANDE,45,35,10.17,30,25,38.79,30.17,8.77,25.86,21.55,SELLO TRANS. WH GRANDE
1141,SELLO TRANS. WH GRANDE REF. GEN,50,40,15.34,35,30,43.1,34.48,13.22,30.17,25.86,SELLO TRANS. WH GRANDE REF. GEN
277,SELLO TRANSMISION MBOL DELGADO,15,15,,0,0,12.93,12.93,,0,0,SELLO TRANSMISION MBOL DELGADO
87,SELLO TRANSMISION WW,55,30,,0,0,47.41,25.86,,0,0,SELLO TRANSMISION WW
16400795,SENSOR DE TRANSMISION LAV SAMSUNG INVERTER  16400795,1600,,,,,1379.31,,,,,SENSOR DE TRANSMISION LAV SAMSUNG INVERTER 16400795
315,SENSOR DE VELOCIDAD MB K,250,100.99,48.73,90.14,61,215.52,87.06,42.01,77.71,52.59,SENSOR DE VELOCIDAD MB K
EBD48922821,SENSOR DE VIBRACION LG ORG. EBD48922821,600,600,,600,600,517.24,517.24,,517.24,517.24,SENSOR DE VIBRACION LG ORG. EBD48922821
1134,SENSOR HALL MOTOR LG 6501KW2001A,250,160,0,120,73.09,215.52,137.93,0,103.45,63.01,SENSOR HALL MOTOR LG 6501KW2001A
1135,SENSOR HALL MOTOR LG 6501KW2002A,250,165,78.05,151,97.45,215.52,142.24,67.28,130.17,84.01,SENSOR HALL MOTOR LG 6501KW2002A
1427,SENSOR HALL MOTOR SAMSUNG DC31-00076A-E,390,290,76.98,270,255,336.21,250,66.36,232.76,219.83,SENSOR HALL MOTOR SAMSUNG DC31-00076A-E
1996,SENSOR HALL MOTOR SAMSUNG DC31-00098A,250,220,132.78,205,190,215.52,189.66,114.47,176.72,163.79,SENSOR HALL MOTOR SAMSUNG DC31-00098A
21487D,SENSOR HALL SAMSUNG DC97-21487D ORG. dc97-,490,430,258.83,400,370,422.41,370.69,223.13,344.83,318.97,SENSOR HALL SAMSUNG DC97-21487D ORG. DC97-
1122,SENSOR IMAN PUERTA LAV. SAMSUNG ORG.,230,200,,180,170,198.28,172.41,,155.17,146.55,SENSOR IMAN PUERTA LAV. SAMSUNG ORG.
1123,SENSOR LAVASECADORA SAMSUNG DC93-00329A,200,140,,125,115,172.41,120.69,,107.76,99.14,SENSOR LAVASECADORA SAMSUNG DC93-00329A
1624,SENSOR MOTOR HALL SAMSUNG GEN DC31-00153A,300,270,90.73,240,225.01,258.62,232.76,78.22,206.9,193.97,SENSOR MOTOR HALL SAMSUNG GEN DC31-00153A
WPW10178988,SENSOR MOTOR WH CABRIO W10178988,1500,1250,822.18,1250,1100,1293.1,1077.59,708.78,1077.59,948.28,SENSOR MOTOR WH CABRIO W10178988
520,SEPARADOR AGITADOR ALTO WH GEN WASHER,30,30,10.62,25,11.45,25.86,25.86,9.16,21.55,9.87,SEPARADOR AGITADOR ALTO WH GEN WASHER
3350389,SEPARADOR AGITADOR ALTO WH ORG WASHER,70,60,34.22,55,50,60.34,51.72,29.5,47.41,43.1,SEPARADOR AGITADOR ALTO WH ORG WASHER
1560,SOPORTE HORQUILLA CENTRO LAV. MB,100,69.99,,0,0,86.21,60.34,,0,0,SOPORTE HORQUILLA CENTRO LAV. MB
1418,SOPORTE SOLO TARJETA SENSOR MODERNA,90,75,43.98,70,65,77.59,64.66,37.91,60.34,56.03,SOPORTE SOLO TARJETA SENSOR MODERNA
7503033971659,SOPORTE SUSP. KIT 3 GEN PADS,85,60,14.38,50,40,73.28,51.72,12.4,43.1,34.48,SOPORTE SUSP. KIT 3 GEN PADS
W910010096,SOPORTE SUSP. KIT 3 WHO,150,105,56.73,90,80,129.31,90.52,48.91,77.59,68.97,SOPORTE SUSP. KIT 3 WHO
1383,SOPORTE TINA TRANS. WH COPACABANA,320,300,198.57,280,201.13,275.86,258.62,171.18,241.38,173.39,SOPORTE TINA TRANS. WH COPACABANA
2011,SOPORTE TINA TRANS. WH COPACABANA S/CANDADO,161.44,,,,,139.17,,,,,SOPORTE TINA TRANS. WH COPACABANA S/CANDADO
634,SOPORTE TINA WH GEN CANDADO,175,150,49.94,96.23,70.31,150.86,129.31,43.05,82.96,60.61,SOPORTE TINA WH GEN CANDADO
W10780051,SUSPENCION 59CM VERDE WH ORG. W10780051 W910020084,1120,985,568.96,920,850,965.52,849.14,490.48,793.1,732.76,SUSPENCION 59CM VERDE WH ORG. W10780051 W910020084
W10010044,SUSPENCION 60 CM WHO NEGRA,583.2,475,383.96,435.16,406.63,502.76,409.48,331,375.14,350.54,SUSPENCION 60 CM WHO NEGRA
W910010083,SUSPENCION 65CM AMARILLA WH ORG.,1050,950,587.66,900,850,905.17,818.97,506.6,775.86,732.76,SUSPENCION 65CM AMARILLA WH ORG.
964,"SUSPENCION FRONT. 11/12KG MB GAB27""",150,125,,0,0,129.31,107.76,,0,0,"SUSPENCION FRONT. 11/12KG MB GAB27"""
WW01F00370,SUSPENCION LAV MB 370 AZUL,125.6,103.44,,0,0,108.28,89.17,,0,0,SUSPENCION LAV MB 370 AZUL
979,SUSPENCION LAV. MABE G012 G003 WW01L00496,180,140,,130,0,155.17,120.69,,112.07,0,SUSPENCION LAV. MABE G012 G003 WW01L00496
W10780046,SUSPENSION 60 CM. KIT 4 SET. W10780046 WH ORG,1090,965,,900,840,939.66,831.9,,775.86,724.14,SUSPENSION 60 CM. KIT 4 SET. W10780046 WH ORG
W10820048,SUSPENSION AZUL 67CM WH ORG. RESORTE LARGO KIT 4 W10820048,2000,1820,1375.4,1720,1620,1724.14,1568.97,1185.69,1482.76,1396.55,SUSPENSION AZUL 67CM WH ORG. RESORTE LARGO KIT 4 W10820048
1984,SUSPENSION AZUL 67CM WH. RESORTE LARGO KIT 4 W10820048 GEN,590,520,312.39,490,450,508.62,448.28,269.3,422.41,387.93,SUSPENSION AZUL 67CM WH. RESORTE LARGO KIT 4 W10820048 GEN
249,SUSPENSION CL MABE ORG. 189D3916G023,190,155,78.85,145,135,163.79,133.62,67.97,125,116.38,SUSPENSION CL MABE ORG. 189D3916G023
1584,SUSPENSION CL MABE ORG. 189D3916G024,155,150,97.12,140,120,133.62,129.31,83.72,120.69,103.45,SUSPENSION CL MABE ORG. 189D3916G024
1329,SUSPENSION DAEWOO 58CM,700,620,,560,520,603.45,534.48,,482.76,448.28,SUSPENSION DAEWOO 58CM
1169,SUSPENSION DAEWOO 60.5CM 2 DEL. 2 TRAS.,690,570,290.88,510,327.65,594.83,491.38,250.76,439.66,282.46,SUSPENSION DAEWOO 60.5CM 2 DEL. 2 TRAS.
DW1715,SUSPENSION DAEWOO 61.5CM ORG. AZUL-BLANCO,256.2,0,,0,0,220.86,0,,0,0,SUSPENSION DAEWOO 61.5CM ORG. AZUL-BLANCO
1170,SUSPENSION DAEWOO 62.5CM 2 DEL. 2 TRAS.,650,570,298.33,540,510,560.34,491.38,257.18,465.52,439.66,SUSPENSION DAEWOO 62.5CM 2 DEL. 2 TRAS.
2174,SUSPENSION DAEWOO/SAMSUNG ORG. 62.5CM 2 DEL. 2 TRAS.,1350,1090,487.3,1020,950,1163.79,939.66,420.09,879.31,818.97,SUSPENSION DAEWOO/SAMSUNG ORG. 62.5CM 2 DEL. 2 TRAS.
WW01F00369,SUSPENSION LAV MABE 360 68CM VERDE,136,115,,0,0,117.24,99.14,,0,0,SUSPENSION LAV MABE 360 68CM VERDE
981,SUSPENSION LAV SAMSUNG/DAEWOO DC97-16350 64CM,750,620,255.79,580,322.79,646.55,534.48,220.51,500,278.27,SUSPENSION LAV SAMSUNG/DAEWOO DC97-16350 64CM
1412,SUSPENSION LAV WH NARANJA 61.5CM ORG.,900,830,563.2,790,750,775.86,715.52,485.52,681.03,646.55,SUSPENSION LAV WH NARANJA 61.5CM ORG.
2096,SUSPENSION LAV. DAEWOO 67 CM.,650,540,290.89,480,430,560.34,465.52,250.77,413.79,370.69,SUSPENSION LAV. DAEWOO 67 CM.
1682,SUSPENSION LG 4P 63.5 ORG 3921FZ3050U,1520,1340,,1250,1160,1310.34,1155.17,,1077.59,1000,SUSPENSION LG 4P 63.5 ORG 3921FZ3050U
1263,SUSPENSION MABE KRAKEN ORG 233D2080G005,195,175,103.79,160,150,168.1,150.86,89.47,137.93,129.31,SUSPENSION MABE KRAKEN ORG 233D2080G005
1264,SUSPENSION MABE KRAKEN ORG 233D2080G006,200,175,105.05,160,150,172.41,150.86,90.56,137.93,129.31,SUSPENSION MABE KRAKEN ORG 233D2080G006
1258,SUSPENSION MABE KRAKEN ORG. 233D2080G001,210,190,102.56,180,170,181.03,163.79,88.41,155.17,146.55,SUSPENSION MABE KRAKEN ORG. 233D2080G001
1259,SUSPENSION MABE KRAKEN ORG. 233D2080G002,220,195,119.74,185,175,189.66,168.1,103.22,159.48,150.86,SUSPENSION MABE KRAKEN ORG. 233D2080G002
1260,SUSPENSION MABE KRAKEN ORG. 233D2080G003,200,200,165,185,175,172.41,172.41,142.24,159.48,150.86,SUSPENSION MABE KRAKEN ORG. 233D2080G003
1262,SUSPENSION MABE KRAKEN ORG. 233D2080G004,195,175,110.85,160,150,168.1,150.86,95.56,137.93,129.31,SUSPENSION MABE KRAKEN ORG. 233D2080G004
1265,SUSPENSION MABE KRAKEN ORG. 233D2080G007,200,180,105.59,165,150,172.41,155.17,91.03,142.24,129.31,SUSPENSION MABE KRAKEN ORG. 233D2080G007
1266,SUSPENSION MABE KRAKEN ORG. 233D2080G008,185,160,101.3,150,140,159.48,137.93,87.33,129.31,120.69,SUSPENSION MABE KRAKEN ORG. 233D2080G008
1952,SUSPENSION MABE ORG. 189D3916G003,230,205,122.25,190,175,198.28,176.72,105.39,163.79,150.86,SUSPENSION MABE ORG. 189D3916G003
1273,SUSPENSION MABE ORG. 189D3916G004,195,175,107.24,165,155,168.1,150.86,92.45,142.24,133.62,SUSPENSION MABE ORG. 189D3916G004
1789,SUSPENSION MABE ORG. 189D3916G006,200,180,109.52,165,155,172.41,155.17,94.41,142.24,133.62,SUSPENSION MABE ORG. 189D3916G006
1271,SUSPENSION MABE ORG. 189D3916G007,250,250,180,180,180,215.52,215.52,155.17,155.17,155.17,SUSPENSION MABE ORG. 189D3916G007
1272,SUSPENSION MABE ORG. 189D3916G008,200,185,116.71,175,165,172.41,159.48,100.61,150.86,142.24,SUSPENSION MABE ORG. 189D3916G008
1269,SUSPENSION MABE ORG. 189D3916G009,190,170,110.77,155,145,163.79,146.55,95.49,133.62,125,SUSPENSION MABE ORG. 189D3916G009
1270,SUSPENSION MABE ORG. 189D3916G010,200,200,112.49,165,150,172.41,172.41,96.97,142.24,129.31,SUSPENSION MABE ORG. 189D3916G010
1311,SUSPENSION MABE ORG. 189D3916G011,210,190,123.88,180,170,181.03,163.79,106.79,155.17,146.55,SUSPENSION MABE ORG. 189D3916G011
1312,SUSPENSION MABE ORG. 189D3916G012,180,165,113.15,160,155,155.17,142.24,97.54,137.93,133.62,SUSPENSION MABE ORG. 189D3916G012
1267,SUSPENSION MABE ORG. 189D3916G015,290,270,224.64,265,255,250,232.76,193.66,228.45,219.83,SUSPENSION MABE ORG. 189D3916G015
1268,SUSPENSION MABE ORG. 189D3916G016,210,195,142.89,185,185,181.03,168.1,123.18,159.48,159.48,SUSPENSION MABE ORG. 189D3916G016
742,SUSPENSION MABE ORG. 189D3916G017,195,170,103.69,160,145,168.1,146.55,89.39,137.93,125,SUSPENSION MABE ORG. 189D3916G017
743,SUSPENSION MABE ORG. 189D3916G018,180,150,117.1,140,130,155.17,129.31,100.95,120.69,112.07,SUSPENSION MABE ORG. 189D3916G018
12302,SUSPENSION SAMSUNG 66.5CM GEN,750,660,399.39,620,580,646.55,568.97,344.3,534.48,500,SUSPENSION SAMSUNG 66.5CM GEN
1376,SUSPENSION SAMSUNG 70 CM DC97-5280S,850,750,395.05,700,650,732.76,646.55,340.56,603.45,560.34,SUSPENSION SAMSUNG 70 CM DC97-5280S
W11130356,SUSPENSION WH ORG AZUL 71 CM W11130356/W10735787,760,670,,620,575,655.17,577.59,,534.48,495.69,SUSPENSION WH ORG AZUL 71 CM W11130356/W10735787
W11084453,SUSPENSION WH ORG. ROSA 59 CM 4P W11084453,950,790,450.74,720,680,818.97,681.03,388.57,620.69,586.21,SUSPENSION WH ORG. ROSA 59 CM 4P W11084453
W910010086,SUSPENSION WH VERDE 59.5 W910010086,950,850,432.96,780,720,818.97,732.76,373.24,672.41,620.69,SUSPENSION WH VERDE 59.5 W910010086
W11217817,SUSPENSION WHO 66CM W11217817,1200,990,623.52,850,704.93,1034.48,853.45,537.52,732.76,607.7,SUSPENSION WHO 66CM W11217817
1069,SWITCH BLOCAPUERTA WW ORG,480,0,,0,0,413.79,0,,0,0,SWITCH BLOCAPUERTA WW ORG
302421670010,SWITCH BLOCAPUERTA WW ORG. 302421670010,950,850,,0,0,818.97,732.76,,0,0,SWITCH BLOCAPUERTA WW ORG. 302421670010
1785,SWITCH BLOQUEAPUERTA SAMSUNG DC34-00025B GEN,700,620,194.9,580,535,603.45,534.48,168.02,500,461.21,SWITCH BLOQUEAPUERTA SAMSUNG DC34-00025B GEN
8318084,SWITCH CORTO LAV. WH ORG.,290,220.01,121.8,200,185,250,189.66,105,172.41,159.48,SWITCH CORTO LAV. WH ORG.
199,SWITCH CORTO WH GEN.,110,90,,0,0,94.83,77.59,,0,0,SWITCH CORTO WH GEN.
1407,SWITCH DE BALANCE WH GEN,150,100,,90,80.01,129.31,86.21,,77.59,68.97,SWITCH DE BALANCE WH GEN
W11025892,SWITCH DE BALANCE WH OR W11025892,200,160,83.99,145,120,172.41,137.93,72.41,125,103.45,SWITCH DE BALANCE WH OR W11025892
DW1704,SWITCH DE TAPA LAVADORA DAEWOO ORIGINAL C/PALANCA,370,330,,310,285,318.97,284.48,,267.24,245.69,SWITCH DE TAPA LAVADORA DAEWOO ORIGINAL C/PALANCA
985,SWITCH DE TEMP. WH ORG. 7 POSICIONES 8564136,700,700,,649.99,0,603.45,603.45,,560.34,0,SWITCH DE TEMP. WH ORG. 7 POSICIONES 8564136
206216,SWITCH DE TEMPERATURA MAYTAG DE BOTONES 206216,870,870,606.94,870,870,750,750,523.22,750,750,SWITCH DE TEMPERATURA MAYTAG DE BOTONES 206216
1839,"SWITCH ENSABMBLE SELECTOR 5, 6 Y 12 POS WW03F00577 / 233D2620G004",630,590,442.9,550,550,543.1,508.62,381.81,474.14,474.14,"SWITCH ENSABMBLE SELECTOR 5, 6 Y 12 POS WW03F00577 / 233D2620G004"
1462,SWITCH ENSAMBLE 4 SELECTORES LAV MABE KRAKEN ORIGINAL 90D2271G001,490,430,,400,375,422.41,370.69,,344.83,323.28,SWITCH ENSAMBLE 4 SELECTORES LAV MABE KRAKEN ORIGINAL 90D2271G001
3355808,SWITCH LARGO WH GEN.,160,160,120,140,130,137.93,137.93,103.45,120.69,112.07,SWITCH LARGO WH GEN.
33558082,SWITCH LARGO WH ORG.,450,410,244.98,380,350,387.93,353.45,211.19,327.59,301.72,SWITCH LARGO WH ORG.
1783,SWITCH LAV. DAEWOO 66148-0005700,460,410,350,380,380,396.55,353.45,301.72,327.59,327.59,SWITCH LAV. DAEWOO 66148-0005700
X0020XDCSX,"SWITCH PUERTA LAV FRONTAL MAYTAG WP8182634, WH10X10006",1900,0,,0,0,1637.93,0,,0,0,"SWITCH PUERTA LAV FRONTAL MAYTAG WP8182634, WH10X10006"
X003XETJIZ,SWITCH PUERTA LAV SAMS DC34-00025D,865,765,,715,660,745.69,659.48,,616.38,568.97,SWITCH PUERTA LAV SAMS DC34-00025D
1447,SWITCH PUERTA LAV SAMS DC34-00025E,750,665,399.51,620,575,646.55,573.28,344.41,534.48,495.69,SWITCH PUERTA LAV SAMS DC34-00025E
X003CJBJC5,SWITCH PUERTA LAV. LG EBF61215202,730,,,,,629.31,,,,,SWITCH PUERTA LAV. LG EBF61215202
2310,SWITCH PUERTA LAV. MABE/GE WH08X32657,1150,1000,,935,870,991.38,862.07,,806.03,750,SWITCH PUERTA LAV. MABE/GE WH08X32657
EBF49827801,SWITCH PUERTA LG FRONTAL EBF49827801 ORG,1800,1600,,1450,0,1551.72,1379.31,,1250,0,SWITCH PUERTA LG FRONTAL EBF49827801 ORG
2218,SWITCH SELECTOR 12 POS. 228C1256G006 MABE ORG.,140,110,39,95,80,120.69,94.83,33.62,81.9,68.97,SWITCH SELECTOR 12 POS. 228C1256G006 MABE ORG.
2315,SWITCH SELECTOR 4 POS. LAV WH. W10414398,160,130,54.54,115,100,137.93,112.07,47.02,99.14,86.21,SWITCH SELECTOR 4 POS. LAV WH. W10414398
1465,SWITCH SELECTOR 4 Y 8 POS KRAKEN 233D2199G001,360,300,,280,260,310.34,258.62,,241.38,224.14,SWITCH SELECTOR 4 Y 8 POS KRAKEN 233D2199G001
1724,SWITCH SELECTOR 8 POS MBK 3 PIN 228C1256G005 / WW01F00341,140,125,,115,105,120.69,107.76,,99.14,90.52,SWITCH SELECTOR 8 POS MBK 3 PIN 228C1256G005 / WW01F00341
1475,SWITCH SELECTOR 8 POST MBK 233D2294G001,200,170,,160,150,172.41,146.55,,137.93,129.31,SWITCH SELECTOR 8 POST MBK 233D2294G001
1472,SWITCH SELECTOR ENS 4 Y6 POS MBK233D2270G001,350,310,,290,270,301.72,267.24,,250,232.76,SWITCH SELECTOR ENS 4 Y6 POS MBK233D2270G001
1463,SWITCH SELECTOR ENSAMBLE 3 SELECTORES LAV MABE KRAKEN ORIGINAL 290D2271G001,365,320,,300,280,314.66,275.86,,258.62,241.38,SWITCH SELECTOR ENSAMBLE 3 SELECTORES LAV MABE KRAKEN ORIGINAL 290D2271G001
W11195059,SWITCH SELECTOR WH ORG W11195059,430,380,225.67,350,325,370.69,327.59,194.54,301.72,280.17,SWITCH SELECTOR WH ORG W11195059
134101800E,SWITCH TAPA LAV WW C/PALANCA GEN,330,290,179.01,270,250,284.48,250,154.32,232.76,215.52,SWITCH TAPA LAV WW C/PALANCA GEN
W11302950,SWITCH TAPA WH ORG NEGRO NUEVO LARGO W11543567,660,585,351.86,545,490,568.97,504.31,303.33,469.83,422.41,SWITCH TAPA WH ORG NEGRO NUEVO LARGO W11543567
1281,SWITCH VELOCIDAD WH 3954573,1520,0,,0,0,1310.34,0,,0,0,SWITCH VELOCIDAD WH 3954573
X0048WZZ7Z,SWITCH. PUERTA LAVAPLATOS GE. WD21X10490,490,420,365,420,395,422.41,362.07,314.66,362.07,340.52,SWITCH. PUERTA LAVAPLATOS GE. WD21X10490
137193200,TAPA AGITADOR ELECTROLUX 137193200,130,130,130,130,130,112.07,112.07,112.07,112.07,112.07,TAPA AGITADOR ELECTROLUX 137193200
1944,TAPA AGITADOR LAV. FRIGIDAIRE 3204395,60,45,17.33,35,30,51.72,38.79,14.94,30.17,25.86,TAPA AGITADOR LAV. FRIGIDAIRE 3204395
1019,TAPA AGITADOR MB KR. GRIS,60,42,,0,0,51.72,36.21,,0,0,TAPA AGITADOR MB KR. GRIS
118,TAPA AGITADOR Ww C/ROSCA,80,0,,0,0,68.97,0,,0,0,TAPA AGITADOR WW C/ROSCA
1372,TAPA MOTOBOMBA VARIAS MARCAS,150,0,,0,0,129.31,0,,0,0,TAPA MOTOBOMBA VARIAS MARCAS
117,TAPA P/AGITADOR G,40,0,,0,0,34.48,0,,0,0,TAPA P/AGITADOR G
W11377430,TARJETA BATMAN ACU W11385756/W11377430,2500,2099.99,,1990,1990,2155.17,1810.34,,1715.52,1715.52,TARJETA BATMAN ACU W11385756/W11377430
1882,TARJETA BOTONES KRAKEN 233D2215G001,505,470,300.13,380.06,332.8,435.34,405.17,258.73,327.64,286.9,TARJETA BOTONES KRAKEN 233D2215G001
1212,"TARJETA BOTONES MABE ORG. ""T""189D2761G009",180,130,,120,120,155.17,112.07,,103.45,103.45,"TARJETA BOTONES MABE ORG. ""T""189D2761G009"
W10781579,TARJETA CONTROL AUXILIAR LAV. WH. ORG. W10781579,920,820,437.86,760,700,793.1,706.9,377.47,655.17,603.45,TARJETA CONTROL AUXILIAR LAV. WH. ORG. W10781579
W11201274,TARJETA CONTROL LAV. WHIRPOOL W11201274,7300,,,,,6293.1,,,,,TARJETA CONTROL LAV. WHIRPOOL W11201274
233D2306G002,TARJETA CONTROL MABE CENTRO LAVADO MOD: MCL2040 233D2306G002,3900,3500,2449.64,3500,3300,3362.07,3017.24,2111.76,3017.24,2844.83,TARJETA CONTROL MABE CENTRO LAVADO MOD: MCL2040 233D2306G002
W10788354,TARJETA CONTROL PRINC. W10788354 WH ORG,2300,1590,,1450,1330,1982.76,1370.69,,1250,1146.55,TARJETA CONTROL PRINC. W10788354 WH ORG
W11179245,TARJETA CONTROL PRINC. W11179245 WH ORG.,2675,2350,0,1730.07,0,2306.03,2025.86,0,1491.44,0,TARJETA CONTROL PRINC. W11179245 WH ORG.
W11518672,TARJETA CONTROL PRINC. W11518672 WH ORG,2090,1720,866.11,1600,1111.9,1801.72,1482.76,746.65,1379.31,958.53,TARJETA CONTROL PRINC. W11518672 WH ORG
W11518673,TARJETA CONTROL PRINC. W11518673 WH ORG,2090,1850,839.89,1600,1111.9,1801.72,1594.83,724.04,1379.31,958.53,TARJETA CONTROL PRINC. W11518673 WH ORG
W11518675,TARJETA CONTROL PRINC. W11518675 WH ORG,2090,1850,866.11,1720,1600,1801.72,1594.83,746.65,1482.76,1379.31,TARJETA CONTROL PRINC. W11518675 WH ORG
W11518677,TARJETA CONTROL PRINC. W11518677 WH ORG,2090,1850,829.89,1720,1600,1801.72,1594.83,715.42,1482.76,1379.31,TARJETA CONTROL PRINC. W11518677 WH ORG
W11518677,TARJETA CONTROL PRINC. W11518677 WH ORG.,1850,1850,839.89,1720,865.59,1594.83,1594.83,724.04,1482.76,746.2,TARJETA CONTROL PRINC. W11518677 WH ORG.
W11518678,TARJETA CONTROL PRINC. W11518678 WH ORG,2090,1850,866.24,1720,1107.25,1801.72,1594.83,746.76,1482.76,954.53,TARJETA CONTROL PRINC. W11518678 WH ORG
W11518679,TARJETA CONTROL PRINC. W11518679 WH ORG,2090,1850,866.25,1600,1049.8,1801.72,1594.83,746.77,1379.31,905,TARJETA CONTROL PRINC. W11518679 WH ORG
W11518680,TARJETA CONTROL PRINC. W11518680 WH ORG,2090,1850,1049.8,1720,1600,1801.72,1594.83,905,1482.76,1379.31,TARJETA CONTROL PRINC. W11518680 WH ORG
W11518682,TARJETA CONTROL PRINC. W11518682,2090,1840,1111.9,1720,1600,1801.72,1586.21,958.53,1482.76,1379.31,TARJETA CONTROL PRINC. W11518682
W11518688,TARJETA CONTROL PRINC. W11518688 WH ORG,2090,1840,839.88,1720,1600,1801.72,1586.21,724.03,1482.76,1379.31,TARJETA CONTROL PRINC. W11518688 WH ORG
W11518690,TARJETA CONTROL PRINC. W1151890 WH ORG,2090,1850,902.4,1720,1650,1801.72,1594.83,777.93,1482.76,1422.41,TARJETA CONTROL PRINC. W1151890 WH ORG
